Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Intercepting,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,InterceptingZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
33,13,101,45,738,456,31,40,21,21,54,8,7,38,6,0,0,27,35,0.553359683794466,-0.404040404040404,0.440835266821347,1.06269925611052,0.178571428571429,0.659340659340665,0.31,0.50,0.21,0.21,0.54,0.08,0.07,0.38,0.06,0.00,0.00,0.27,0.35,12,0.12,0,0
24,11,96,21,755,474,67,30,0,0,0,0,0,31,0,0,0,24,0,-0.632411067193676,-1.07744107744108,-0.719257540603247,-1.48777895855473,-0.580357142857142,-1.31868131868132,0.67,0.38,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.24,0.00,11,0.11,0,0
32,11,98,36,780,452,36,30,0,66,45,0,0,16,0,0,0,0,67,0.421607378129117,-1.07744107744108,-0.255220417633409,0.106269925611052,-1.69642857142857,1.0989010989011,0.36,0.38,0.00,0.66,0.45,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.67,8,0.08,0,0
31,14,101,40,748,456,38,40,10,41,68,60,32,13,0,0,0,1,4,0.289855072463768,-0.0673400673400671,0.440835266821347,0.53134962805526,-0.267857142857145,0.659340659340665,0.38,0.50,0.10,0.41,0.68,0.60,0.32,0.13,0.00,0.00,0.00,0.01,0.04,12,0.12,0,0
31,16,105,23,778,456,38,30,0,21,0,20,45,0,10,32,0,42,8,0.289855072463768,0.606060606060606,1.36890951276102,-1.27523910733262,-1.60714285714286,0.659340659340665,0.38,0.38,0.00,0.21,0.00,0.20,0.45,0.00,0.10,0.32,0.00,0.42,0.08,13,0.13,0,0
40,15,105,24,735,459,56,41,17,36,0,25,0,10,0,0,0,0,25,1.47562582345191,0.26936026936027,1.36890951276102,-1.16896918172157,0.312500000000001,0.329670329670332,0.56,0.51,0.17,0.36,0.00,0.25,0.00,0.10,0.00,0.00,0.00,0.00,0.25,10,0.10,0,0
17,16,101,19,757,470,34,24,0,25,0,31,0,15,3,0,0,0,0,-1.55467720685112,0.606060606060606,0.440835266821347,-1.70031880977683,-0.669642857142859,-0.87912087912088,0.34,0.30,0.00,0.25,0.00,0.31,0.00,0.15,0.03,0.00,0.00,0.00,0.00,9,0.09,0,0
40,20,96,42,717,449,58,58,11,23,32,0,22,51,19,0,0,15,53,1.47562582345191,1.95286195286195,-0.719257540603247,0.743889479277364,1.11607142857143,1.42857142857143,0.58,0.73,0.11,0.23,0.32,0.00,0.22,0.51,0.19,0.00,0.00,0.15,0.53,68,0.68,3,1
26,15,98,15,727,481,43,37,47,0,0,62,18,13,9,0,0,0,0,-0.368906455862978,0.26936026936027,-0.255220417633409,-2.12539851222104,0.669642857142859,-2.08791208791208,0.43,0.46,0.47,0.00,0.00,0.62,0.18,0.13,0.09,0.00,0.00,0.00,0.00,20,0.20,1,0
28,11,94,44,745,457,49,39,20,25,10,0,19,21,21,0,0,4,0,-0.105401844532279,-1.07744107744108,-1.18329466357308,0.956429330499469,-0.133928571428573,0.549450549450548,0.49,0.49,0.20,0.25,0.10,0.00,0.19,0.21,0.21,0.00,0.00,0.04,0.00,13,0.13,0,0
24,15,94,37,758,458,26,33,20,45,17,49,0,29,49,0,0,19,31,-0.632411067193676,0.26936026936027,-1.18329466357308,0.212539851222104,-0.714285714285715,0.43956043956044,0.26,0.41,0.20,0.45,0.17,0.49,0.00,0.29,0.49,0.00,0.00,0.19,0.31,13,0.13,0,0
41,16,96,40,724,450,25,47,19,48,24,68,61,33,2,0,0,68,10,1.60737812911726,0.606060606060606,-0.719257540603247,0.53134962805526,0.803571428571427,1.31868131868132,0.25,0.59,0.19,0.48,0.24,0.68,0.61,0.33,0.02,0.00,0.00,0.68,0.10,35,0.35,2,0
42,13,96,41,748,454,42,44,22,59,27,27,32,2,51,0,0,50,10,1.73913043478261,-0.404040404040404,-0.719257540603247,0.637619553666312,-0.267857142857145,0.87912087912088,0.42,0.55,0.22,0.59,0.27,0.27,0.32,0.02,0.51,0.00,0.00,0.50,0.10,19,0.19,1,0
36,14,109,32,777,459,56,36,0,20,43,50,15,0,0,0,16,8,33,0.948616600790514,-0.0673400673400671,2.2969837587007,-0.318809776833156,-1.5625,0.329670329670332,0.56,0.45,0.00,0.20,0.43,0.50,0.15,0.00,0.00,0.00,0.16,0.08,0.33,11,0.11,0,0
23,15,98,40,729,457,33,40,28,23,34,10,4,6,11,0,0,33,53,-0.764163372859025,0.26936026936027,-0.255220417633409,0.53134962805526,0.580357142857142,0.549450549450548,0.33,0.50,0.28,0.23,0.34,0.10,0.04,0.06,0.11,0.00,0.00,0.33,0.53,41,0.41,2,1
19,13,106,45,735,450,35,41,9,30,62,64,0,0,22,0,0,67,68,-1.29117259552042,-0.404040404040404,1.60092807424594,1.06269925611052,0.312500000000001,1.31868131868132,0.35,0.51,0.09,0.30,0.62,0.64,0.00,0.00,0.22,0.00,0.00,0.67,0.68,15,0.15,0,0
21,17,99,39,760,459,22,33,0,16,26,68,24,0,21,0,0,19,0,-1.02766798418972,0.942760942760943,-0.0232018561484906,0.425079702444208,-0.803571428571427,0.329670329670332,0.22,0.41,0.00,0.16,0.26,0.68,0.24,0.00,0.21,0.00,0.00,0.19,0.00,12,0.12,0,0
30,15,98,34,765,472,54,34,0,9,25,50,6,0,0,0,0,35,12,0.158102766798419,0.26936026936027,-0.255220417633409,-0.106269925611052,-1.02678571428572,-1.0989010989011,0.54,0.43,0.00,0.09,0.25,0.50,0.06,0.00,0.00,0.00,0.00,0.35,0.12,16,0.16,1,0
34,15,97,37,718,468,24,40,31,9,0,20,25,37,20,0,0,28,32,0.685111989459815,0.26936026936027,-0.487238979118328,0.212539851222104,1.07142857142857,-0.659340659340655,0.24,0.50,0.31,0.09,0.00,0.20,0.25,0.37,0.20,0.00,0.00,0.28,0.32,40,0.40,2,1
27,14,95,42,711,465,46,47,48,0,42,40,0,21,10,0,0,62,8,-0.237154150197629,-0.0673400673400671,-0.951276102088166,0.743889479277364,1.38392857142857,-0.329670329670332,0.46,0.59,0.48,0.00,0.42,0.40,0.00,0.21,0.10,0.00,0.00,0.62,0.08,36,0.36,2,0
29,11,98,37,734,462,45,39,6,42,34,0,29,20,1,0,0,3,46,0.0263504611330697,-1.07744107744108,-0.255220417633409,0.212539851222104,0.357142857142857,0,0.45,0.49,0.06,0.42,0.34,0.00,0.29,0.20,0.01,0.00,0.00,0.03,0.46,12,0.12,0,0
32,18,105,31,717,459,35,44,38,30,15,28,0,29,0,0,0,28,13,0.421607378129117,1.27946127946128,1.36890951276102,-0.425079702444208,1.11607142857143,0.329670329670332,0.35,0.55,0.38,0.30,0.15,0.28,0.00,0.29,0.00,0.00,0.00,0.28,0.13,17,0.17,1,0
42,17,120,49,738,451,62,60,28,23,68,68,68,25,66,68,40,58,9,1.73913043478261,0.942760942760943,4.8491879350348,1.48777895855473,0.178571428571429,1.20879120879121,0.62,0.75,0.28,0.23,0.68,0.68,0.68,0.25,0.66,0.68,0.40,0.58,0.09,52,0.52,3,1
26,15,96,27,735,467,15,29,0,12,0,30,1,12,4,0,0,5,0,-0.368906455862978,0.26936026936027,-0.719257540603247,-0.850159404888417,0.312500000000001,-0.549450549450548,0.15,0.36,0.00,0.12,0.00,0.30,0.01,0.12,0.04,0.00,0.00,0.05,0.00,10,0.10,0,0
31,16,100,40,735,444,36,46,28,43,35,24,67,27,14,0,0,29,24,0.289855072463768,0.606060606060606,0.208816705336428,0.53134962805526,0.312500000000001,1.97802197802197,0.36,0.58,0.28,0.43,0.35,0.24,0.67,0.27,0.14,0.00,0.00,0.29,0.24,48,0.48,2,1
31,10,104,30,726,458,46,40,27,36,0,0,1,13,16,0,36,0,37,0.289855072463768,-1.41414141414141,1.1368909512761,-0.53134962805526,0.714285714285715,0.43956043956044,0.46,0.50,0.27,0.36,0.00,0.00,0.01,0.13,0.16,0.00,0.36,0.00,0.37,13,0.13,0,0
19,18,106,48,703,449,31,53,44,32,45,65,16,59,28,0,0,39,0,-1.29117259552042,1.27946127946128,1.60092807424594,1.38150903294368,1.74107142857143,1.42857142857143,0.31,0.66,0.44,0.32,0.45,0.65,0.16,0.59,0.28,0.00,0.00,0.39,0.00,35,0.35,2,0
37,15,98,44,719,463,31,46,29,0,44,21,69,10,60,0,0,23,39,1.08036890645586,0.26936026936027,-0.255220417633409,0.956429330499469,1.02678571428571,-0.109890109890108,0.31,0.58,0.29,0.00,0.44,0.21,0.69,0.10,0.60,0.00,0.00,0.23,0.39,22,0.22,1,0
33,12,98,41,746,468,59,44,39,0,28,0,46,30,28,0,0,69,47,0.553359683794466,-0.74074074074074,-0.255220417633409,0.637619553666312,-0.178571428571429,-0.659340659340655,0.59,0.55,0.39,0.00,0.28,0.00,0.46,0.30,0.28,0.00,0.00,0.69,0.47,17,0.17,1,0
15,15,103,37,724,459,30,41,58,21,38,52,0,0,36,0,21,17,33,-1.81818181818182,0.26936026936027,0.904872389791185,0.212539851222104,0.803571428571427,0.329670329670332,0.30,0.51,0.58,0.21,0.38,0.52,0.00,0.00,0.36,0.00,0.21,0.17,0.33,42,0.42,2,1
12,13,94,30,713,459,48,41,48,41,0,13,0,7,7,0,0,25,19,-2.21343873517787,-0.404040404040404,-1.18329466357308,-0.53134962805526,1.29464285714286,0.329670329670332,0.48,0.51,0.48,0.41,0.00,0.13,0.00,0.07,0.07,0.00,0.00,0.25,0.19,21,0.21,1,0
31,11,94,34,740,459,26,33,16,25,1,0,52,17,11,0,1,36,0,0.289855072463768,-1.07744107744108,-1.18329466357308,-0.106269925611052,0.0892857142857124,0.329670329670332,0.26,0.41,0.16,0.25,0.01,0.00,0.52,0.17,0.11,0.00,0.01,0.36,0.00,10,0.10,0,0
27,14,97,41,779,459,37,31,0,15,30,24,44,7,15,0,0,0,30,-0.237154150197629,-0.0673400673400671,-0.487238979118328,0.637619553666312,-1.65178571428571,0.329670329670332,0.37,0.39,0.00,0.15,0.30,0.24,0.44,0.07,0.15,0.00,0.00,0.00,0.30,11,0.11,0,0
31,13,95,37,735,459,38,40,13,25,46,0,0,35,0,0,0,45,0,0.289855072463768,-0.404040404040404,-0.951276102088166,0.212539851222104,0.312500000000001,0.329670329670332,0.38,0.50,0.13,0.25,0.46,0.00,0.00,0.35,0.00,0.00,0.00,0.45,0.00,9,0.09,0,0
15,11,98,38,724,465,39,36,35,18,0,0,8,22,60,0,0,21,28,-1.81818181818182,-1.07744107744108,-0.255220417633409,0.318809776833156,0.803571428571427,-0.329670329670332,0.39,0.45,0.35,0.18,0.00,0.00,0.08,0.22,0.60,0.00,0.00,0.21,0.28,12,0.12,0,0
33,15,101,23,718,459,42,44,29,26,0,27,31,37,19,0,28,19,0,0.553359683794466,0.26936026936027,0.440835266821347,-1.27523910733262,1.07142857142857,0.329670329670332,0.42,0.55,0.29,0.26,0.00,0.27,0.31,0.37,0.19,0.00,0.28,0.19,0.00,23,0.23,1,0
21,15,95,37,779,456,50,34,0,47,25,29,6,14,24,0,0,11,66,-1.02766798418972,0.26936026936027,-0.951276102088166,0.212539851222104,-1.65178571428571,0.659340659340665,0.50,0.43,0.00,0.47,0.25,0.29,0.06,0.14,0.24,0.00,0.00,0.11,0.66,13,0.13,0,0
25,14,117,36,753,473,55,38,8,12,0,16,0,24,38,35,50,35,0,-0.500658761528327,-0.0673400673400671,4.15313225058005,0.106269925611052,-0.49107142857143,-1.20879120879121,0.55,0.48,0.08,0.12,0.00,0.16,0.00,0.24,0.38,0.35,0.50,0.35,0.00,13,0.13,0,0
40,16,107,38,718,475,29,43,40,0,36,44,11,39,12,8,18,20,0,1.47562582345191,0.606060606060606,1.83294663573086,0.318809776833156,1.07142857142857,-1.42857142857143,0.29,0.54,0.40,0.00,0.36,0.44,0.11,0.39,0.12,0.08,0.18,0.20,0.00,29,0.29,1,0
43,20,98,51,716,451,44,62,52,46,54,69,69,2,56,0,0,46,66,1.87088274044796,1.95286195286195,-0.255220417633409,1.70031880977683,1.16071428571428,1.20879120879121,0.44,0.78,0.52,0.46,0.54,0.69,0.69,0.02,0.56,0.00,0.00,0.46,0.66,65,0.65,3,1
30,16,97,28,735,459,25,39,28,26,27,62,0,0,10,0,0,52,21,0.158102766798419,0.606060606060606,-0.487238979118328,-0.743889479277364,0.312500000000001,0.329670329670332,0.25,0.49,0.28,0.26,0.27,0.62,0.00,0.00,0.10,0.00,0.00,0.52,0.21,11,0.11,0,0
30,15,98,19,749,464,59,39,27,31,0,4,22,30,9,0,0,34,0,0.158102766798419,0.26936026936027,-0.255220417633409,-1.70031880977683,-0.312500000000001,-0.219780219780215,0.59,0.49,0.27,0.31,0.00,0.04,0.22,0.30,0.09,0.00,0.00,0.34,0.00,17,0.17,1,0
35,22,107,50,739,447,23,53,18,69,55,67,57,69,21,0,20,41,69,0.816864295125165,2.62626262626263,1.83294663573086,1.59404888416578,0.133928571428573,1.64835164835165,0.23,0.66,0.18,0.69,0.55,0.67,0.57,0.69,0.21,0.00,0.20,0.41,0.69,67,0.67,3,1
30,15,99,19,723,469,37,37,33,20,0,16,0,0,0,0,0,4,43,0.158102766798419,0.26936026936027,-0.0232018561484906,-1.70031880977683,0.848214285714283,-0.769230769230772,0.37,0.46,0.33,0.20,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.04,0.43,13,0.13,0,0
31,15,98,38,735,455,28,43,42,34,40,18,52,46,0,0,0,47,29,0.289855072463768,0.26936026936027,-0.255220417633409,0.318809776833156,0.312500000000001,0.769230769230772,0.28,0.54,0.42,0.34,0.40,0.18,0.52,0.46,0.00,0.00,0.00,0.47,0.29,32,0.32,2,0
39,10,103,40,735,459,40,38,4,10,8,0,28,0,18,0,0,36,0,1.34387351778656,-1.41414141414141,0.904872389791185,0.53134962805526,0.312500000000001,0.329670329670332,0.40,0.48,0.04,0.10,0.08,0.00,0.28,0.00,0.18,0.00,0.00,0.36,0.00,10,0.10,0,0
19,12,100,37,768,459,53,33,0,16,52,0,10,27,0,0,0,34,44,-1.29117259552042,-0.74074074074074,0.208816705336428,0.212539851222104,-1.16071428571428,0.329670329670332,0.53,0.41,0.00,0.16,0.52,0.00,0.10,0.27,0.00,0.00,0.00,0.34,0.44,9,0.09,0,0
21,11,96,42,714,449,36,46,50,69,54,10,0,0,56,0,0,64,33,-1.02766798418972,-1.07744107744108,-0.719257540603247,0.743889479277364,1.25,1.42857142857143,0.36,0.58,0.50,0.69,0.54,0.10,0.00,0.00,0.56,0.00,0.00,0.64,0.33,37,0.37,2,0
26,10,100,38,766,459,33,27,1,9,28,1,22,4,0,0,0,18,0,-0.368906455862978,-1.41414141414141,0.208816705336428,0.318809776833156,-1.07142857142857,0.329670329670332,0.33,0.34,0.01,0.09,0.28,0.01,0.22,0.04,0.00,0.00,0.00,0.18,0.00,8,0.08,0,0
31,15,98,38,778,478,44,29,0,0,9,50,24,23,29,0,0,40,54,0.289855072463768,0.26936026936027,-0.255220417633409,0.318809776833156,-1.60714285714286,-1.75824175824176,0.44,0.36,0.00,0.00,0.09,0.50,0.24,0.23,0.29,0.00,0.00,0.40,0.54,16,0.16,1,0
27,15,99,32,723,470,32,40,60,0,24,25,46,34,6,0,0,29,35,-0.237154150197629,0.26936026936027,-0.0232018561484906,-0.318809776833156,0.848214285714283,-0.87912087912088,0.32,0.50,0.60,0.00,0.24,0.25,0.46,0.34,0.06,0.00,0.00,0.29,0.35,15,0.15,0,0
33,12,95,42,741,451,26,38,6,43,44,9,8,14,37,0,0,8,18,0.553359683794466,-0.74074074074074,-0.951276102088166,0.743889479277364,0.0446428571428562,1.20879120879121,0.26,0.48,0.06,0.43,0.44,0.09,0.08,0.14,0.37,0.00,0.00,0.08,0.18,14,0.14,0,0
31,16,101,41,726,461,30,42,19,29,41,18,38,36,10,0,0,18,51,0.289855072463768,0.606060606060606,0.440835266821347,0.637619553666312,0.714285714285715,0.109890109890108,0.30,0.53,0.19,0.29,0.41,0.18,0.38,0.36,0.10,0.00,0.00,0.18,0.51,16,0.16,1,0
42,12,100,37,780,474,56,33,0,0,9,20,38,9,37,0,0,32,48,1.73913043478261,-0.74074074074074,0.208816705336428,0.212539851222104,-1.69642857142857,-1.31868131868132,0.56,0.41,0.00,0.00,0.09,0.20,0.38,0.09,0.37,0.00,0.00,0.32,0.48,14,0.14,0,0
15,15,95,40,780,477,41,26,11,14,7,48,14,0,43,0,0,55,41,-1.81818181818182,0.26936026936027,-0.951276102088166,0.53134962805526,-1.69642857142857,-1.64835164835164,0.41,0.33,0.11,0.14,0.07,0.48,0.14,0.00,0.43,0.00,0.00,0.55,0.41,15,0.15,0,0
39,12,100,25,720,460,23,40,42,45,11,0,29,20,0,0,0,55,0,1.34387351778656,-0.74074074074074,0.208816705336428,-1.06269925611052,0.982142857142856,0.219780219780225,0.23,0.50,0.42,0.45,0.11,0.00,0.29,0.20,0.00,0.00,0.00,0.55,0.00,9,0.09,0,0
26,15,97,40,735,474,37,38,27,1,39,30,6,0,33,0,0,0,0,-0.368906455862978,0.26936026936027,-0.487238979118328,0.53134962805526,0.312500000000001,-1.31868131868132,0.37,0.48,0.27,0.01,0.39,0.30,0.06,0.00,0.33,0.00,0.00,0.00,0.00,17,0.17,1,0
34,15,95,40,735,459,31,42,30,19,47,22,31,19,0,0,0,7,48,0.685111989459815,0.26936026936027,-0.951276102088166,0.53134962805526,0.312500000000001,0.329670329670332,0.31,0.53,0.30,0.19,0.47,0.22,0.31,0.19,0.00,0.00,0.00,0.07,0.48,14,0.14,0,0
26,18,98,31,752,466,46,36,6,11,18,35,0,35,0,0,0,35,15,-0.368906455862978,1.27946127946128,-0.255220417633409,-0.425079702444208,-0.44642857142857,-0.43956043956044,0.46,0.45,0.06,0.11,0.18,0.35,0.00,0.35,0.00,0.00,0.00,0.35,0.15,17,0.17,1,0
14,15,95,45,749,457,42,39,17,29,48,34,0,40,29,0,0,59,46,-1.94993412384717,0.26936026936027,-0.951276102088166,1.06269925611052,-0.312500000000001,0.549450549450548,0.42,0.49,0.17,0.29,0.48,0.34,0.00,0.40,0.29,0.00,0.00,0.59,0.46,18,0.18,1,0
30,11,95,39,773,459,61,38,10,23,33,31,36,10,33,0,0,39,2,0.158102766798419,-1.07744107744108,-0.951276102088166,0.425079702444208,-1.38392857142857,0.329670329670332,0.61,0.48,0.10,0.23,0.33,0.31,0.36,0.10,0.33,0.00,0.00,0.39,0.02,20,0.20,1,0
17,9,98,40,760,478,25,20,15,0,20,9,0,0,23,0,0,14,0,-1.55467720685112,-1.75084175084175,-0.255220417633409,0.53134962805526,-0.803571428571427,-1.75824175824176,0.25,0.25,0.15,0.00,0.20,0.09,0.00,0.00,0.23,0.00,0.00,0.14,0.00,8,0.08,0,0
22,15,95,38,755,460,54,39,14,0,43,14,32,66,10,0,0,8,12,-0.895915678524374,0.26936026936027,-0.951276102088166,0.318809776833156,-0.580357142857142,0.219780219780225,0.54,0.49,0.14,0.00,0.43,0.14,0.32,0.66,0.10,0.00,0.00,0.08,0.12,19,0.19,1,0
