Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Endurance,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,EnduranceZ,PeakCur,PeakCurZ,Ability,Draftable
28,31,89,0,784,485,24,55,66,32,29,25,0,1.00702576112412,-0.158227848101266,NaN,0.671641791044775,3.25925925925926,0.24,0.69,0.66,0.32,0.29,0.25,47,0.47,2,1
16,26,89,0,801,536,13,29,47,23,17,19,-1.22950819672131,-0.163934426229508,-0.158227848101266,NaN,0.0373134328358201,-0.518518518518521,0.13,0.36,0.47,0.23,0.17,0.19,9,0.09,0,0
19,26,93,0,790,534,23,30,0,7,8,0,-0.922131147540984,-0.163934426229508,0.474683544303797,NaN,0.447761194029848,-0.370370370370369,0.23,0.38,0.00,0.07,0.08,0.00,7,0.07,0,0
11,29,93,0,833,525,14,31,37,0,35,0,-1.74180327868852,0.53864168618267,0.474683544303797,NaN,-1.15671641791045,0.296296296296297,0.14,0.39,0.37,0.00,0.35,0.00,17,0.17,1,0
24,27,97,0,790,522,19,42,19,16,45,16,-0.409836065573771,0.070257611241218,1.10759493670886,NaN,0.447761194029848,0.518518518518521,0.19,0.53,0.19,0.16,0.45,0.16,57,0.57,3,1
28,22,78,0,780,548,3,17,0,52,0,0,0,-1.10070257611241,-1.89873417721519,NaN,0.820895522388059,-1.40740740740741,0.03,0.21,0.00,0.52,0.00,0.00,0,0.00,0,0
14,24,96,0,759,541,22,32,0,48,0,0,-1.4344262295082,-0.63231850117096,0.949367088607595,NaN,1.6044776119403,-0.88888888888889,0.22,0.40,0.00,0.48,0.00,0.00,8,0.08,0,0
32,22,89,0,790,523,32,34,12,12,0,12,0.409836065573771,-1.10070257611241,-0.158227848101266,NaN,0.447761194029848,0.444444444444442,0.32,0.43,0.12,0.12,0.00,0.12,10,0.10,0,0
44,36,97,0,796,530,23,50,52,44,57,69,1.63934426229508,2.17798594847775,1.10759493670886,NaN,0.223880597014924,-0.0740740740740725,0.23,0.63,0.52,0.44,0.57,0.69,33,0.33,2,0
11,27,88,0,816,543,31,26,7,10,29,28,-1.74180327868852,0.070257611241218,-0.316455696202532,NaN,-0.522388059701495,-1.03703703703703,0.31,0.33,0.07,0.10,0.29,0.28,18,0.18,1,0
33,33,79,0,797,532,30,43,32,53,52,0,0.512295081967213,1.47540983606557,-1.74050632911392,NaN,0.186567164179104,-0.222222222222224,0.30,0.54,0.32,0.53,0.52,0.00,23,0.23,1,0
23,32,90,0,790,527,42,49,33,41,56,13,-0.512295081967213,1.24121779859485,0,NaN,0.447761194029848,0.148148148148152,0.42,0.61,0.33,0.41,0.56,0.13,38,0.38,2,0
29,27,81,0,790,542,25,27,8,10,4,0,0.102459016393443,0.070257611241218,-1.42405063291139,NaN,0.447761194029848,-0.962962962962962,0.25,0.34,0.08,0.10,0.04,0.00,6,0.06,0,0
24,31,89,0,831,539,46,34,0,0,53,0,-0.409836065573771,1.00702576112412,-0.158227848101266,NaN,-1.08208955223881,-0.740740740740738,0.46,0.43,0.00,0.00,0.53,0.00,23,0.23,1,0
38,21,97,0,816,509,36,40,34,3,0,51,1.02459016393443,-1.33489461358314,1.10759493670886,NaN,-0.522388059701495,1.48148148148148,0.36,0.50,0.34,0.03,0.00,0.51,12,0.12,0,0
29,29,93,0,850,544,20,26,26,0,44,60,0.102459016393443,0.53864168618267,0.474683544303797,NaN,-1.7910447761194,-1.11111111111111,0.20,0.33,0.26,0.00,0.44,0.60,17,0.17,1,0
19,30,83,0,846,529,31,29,16,0,26,0,-0.922131147540984,0.772833723653396,-1.10759493670886,NaN,-1.64179104477612,0,0.31,0.36,0.16,0.00,0.26,0.00,14,0.14,0,0
21,23,90,0,841,533,49,29,34,0,0,9,-0.717213114754098,-0.866510538641686,0,NaN,-1.45522388059702,-0.296296296296297,0.49,0.36,0.34,0.00,0.00,0.09,8,0.08,0,0
23,28,98,0,784,550,48,35,0,27,20,19,-0.512295081967213,0.304449648711944,1.26582278481013,NaN,0.671641791044775,-1.55555555555556,0.48,0.44,0.00,0.27,0.20,0.19,19,0.19,1,0
30,35,88,0,807,498,50,58,67,17,35,23,0.204918032786885,1.94379391100703,-0.316455696202532,NaN,-0.186567164179107,2.29629629629629,0.50,0.73,0.67,0.17,0.35,0.23,55,0.55,3,1
12,21,93,0,805,523,25,29,19,14,0,7,-1.63934426229508,-1.33489461358314,0.474683544303797,NaN,-0.111940298507467,0.444444444444442,0.25,0.36,0.19,0.14,0.00,0.07,7,0.07,0,0
31,27,92,0,783,543,27,32,0,25,22,27,0.307377049180328,0.070257611241218,0.316455696202532,NaN,0.708955223880595,-1.03703703703703,0.27,0.40,0.00,0.25,0.22,0.27,13,0.13,0,0
39,24,84,0,790,525,22,34,37,16,4,33,1.12704918032787,-0.63231850117096,-0.949367088607595,NaN,0.447761194029848,0.296296296296297,0.22,0.43,0.37,0.16,0.04,0.33,12,0.12,0,0
23,30,82,0,838,528,16,29,23,2,43,0,-0.512295081967213,0.772833723653396,-1.26582278481013,NaN,-1.34328358208956,0.0740740740740725,0.16,0.36,0.23,0.02,0.43,0.00,13,0.13,0,0
41,36,90,0,771,528,53,52,8,6,51,1,1.33196721311475,2.17798594847775,0,NaN,1.15671641791045,0.0740740740740725,0.53,0.65,0.08,0.06,0.51,0.01,31,0.31,2,0
23,23,82,0,774,516,17,39,53,49,2,0,-0.512295081967213,-0.866510538641686,-1.26582278481013,NaN,1.04477611940298,0.962962962962962,0.17,0.49,0.53,0.49,0.02,0.00,7,0.07,0,0
37,24,87,0,781,550,29,27,0,40,8,38,0.922131147540984,-0.63231850117096,-0.474683544303797,NaN,0.783582089552239,-1.55555555555556,0.29,0.34,0.00,0.40,0.08,0.38,9,0.09,0,0
40,27,87,0,785,527,33,40,0,16,18,11,1.22950819672131,0.070257611241218,-0.474683544303797,NaN,0.634328358208955,0.148148148148152,0.33,0.50,0.00,0.16,0.18,0.11,14,0.14,0,0
36,21,81,0,787,550,42,24,0,41,0,0,0.819672131147541,-1.33489461358314,-1.42405063291139,NaN,0.559701492537311,-1.55555555555556,0.42,0.30,0.00,0.41,0.00,0.00,5,0.05,0,0
22,22,84,0,796,530,19,25,6,0,5,0,-0.614754098360656,-1.10070257611241,-0.949367088607595,NaN,0.223880597014924,-0.0740740740740725,0.19,0.31,0.06,0.00,0.05,0.00,7,0.07,0,0
42,38,94,0,759,516,22,62,57,69,69,37,1.4344262295082,2.6463700234192,0.632911392405063,NaN,1.6044776119403,0.962962962962962,0.22,0.78,0.57,0.69,0.69,0.37,76,0.76,4,1
23,24,93,0,798,546,39,27,0,6,5,18,-0.512295081967213,-0.63231850117096,0.474683544303797,NaN,0.14925373134328,-1.25925925925926,0.39,0.34,0.00,0.06,0.05,0.18,9,0.09,0,0
44,27,92,0,782,527,14,39,40,17,12,8,1.63934426229508,0.070257611241218,0.316455696202532,NaN,0.746268656716415,0.148148148148152,0.14,0.49,0.40,0.17,0.12,0.08,8,0.08,0,0
12,35,90,0,799,513,11,44,69,8,55,9,-1.63934426229508,1.94379391100703,0,NaN,0.11194029850746,1.18518518518519,0.11,0.55,0.69,0.08,0.55,0.09,22,0.22,1,0
23,21,87,0,790,536,4,23,19,23,0,12,-0.512295081967213,-1.33489461358314,-0.474683544303797,NaN,0.447761194029848,-0.518518518518521,0.04,0.29,0.19,0.23,0.00,0.12,3,0.03,0,0
30,31,84,0,774,550,19,31,0,55,47,0,0.204918032786885,1.00702576112412,-0.949367088607595,NaN,1.04477611940298,-1.55555555555556,0.19,0.39,0.00,0.55,0.47,0.00,15,0.15,0,0
44,24,91,0,821,504,40,45,43,10,0,26,1.63934426229508,-0.63231850117096,0.158227848101266,NaN,-0.708955223880602,1.85185185185185,0.40,0.56,0.43,0.10,0.00,0.26,15,0.15,0,0
24,32,88,0,834,498,38,50,69,0,51,5,-0.409836065573771,1.24121779859485,-0.316455696202532,NaN,-1.19402985074627,2.29629629629629,0.38,0.63,0.69,0.00,0.51,0.05,50,0.50,2,1
