Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Play_Diagnosis,Punishing_Hitter,Endurance,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,PeakCur,PeakCurZ,Ability,Draftable
19,30,103,0,850,533,40,26,0,0,11,7,41,26,-0.519877675840978,0.700808625336928,0.604453870625663,NaN,-1.75226586102719,-1.32867132867133,0.40,0.33,0.00,0.00,0.11,0.07,0.41,0.26,12,0.12,0,0
20,28,104,0,821,507,21,35,26,28,37,51,29,52,-0.36697247706422,0.161725067385445,0.71049840933192,NaN,-0.876132930513598,0.489510489510485,0.21,0.44,0.26,0.28,0.37,0.51,0.29,0.52,18,0.18,1,0
15,31,97,0,770,507,39,47,34,32,36,0,30,19,-1.13149847094801,0.970350404312669,-0.0318133616118767,NaN,0.66465256797583,0.489510489510485,0.39,0.59,0.34,0.32,0.36,0.00,0.30,0.19,26,0.26,1,0
16,27,88,0,780,502,49,42,22,37,0,0,50,21,-0.978593272171254,-0.107816711590296,-0.986214209968186,NaN,0.362537764350453,0.83916083916084,0.49,0.53,0.22,0.37,0.00,0.00,0.50,0.21,13,0.13,0,0
30,24,106,0,751,534,15,38,32,0,0,19,17,63,1.16207951070336,-0.91644204851752,0.922587486744433,NaN,1.23867069486405,-1.3986013986014,0.15,0.48,0.32,0.00,0.00,0.19,0.17,0.63,9,0.09,0,0
21,26,103,0,809,520,23,27,4,5,19,0,0,16,-0.214067278287462,-0.377358490566037,0.604453870625663,NaN,-0.513595166163142,-0.419580419580423,0.23,0.34,0.04,0.05,0.19,0.00,0.00,0.16,11,0.11,0,0
23,29,103,0,755,530,53,51,42,0,33,1,35,35,0.0917431192660553,0.431266846361186,0.604453870625663,NaN,1.1178247734139,-1.11888111888112,0.53,0.64,0.42,0.00,0.33,0.01,0.35,0.35,42,0.42,2,1
26,28,104,0,790,510,42,40,9,10,20,11,18,27,0.550458715596331,0.161725067385445,0.71049840933192,NaN,0.0604229607250742,0.27972027972028,0.42,0.50,0.09,0.10,0.20,0.11,0.18,0.27,15,0.15,0,0
27,26,98,0,750,504,34,48,29,35,0,20,48,37,0.703363914373089,-0.377358490566037,0.0742311770943799,NaN,1.26888217522659,0.699300699300697,0.34,0.60,0.29,0.35,0.00,0.20,0.48,0.37,39,0.39,2,0
33,26,98,0,795,522,38,35,2,10,0,24,30,47,1.62079510703364,-0.377358490566037,0.0742311770943799,NaN,-0.090634441087614,-0.55944055944056,0.38,0.44,0.02,0.10,0.00,0.24,0.30,0.47,8,0.08,0,0
20,28,104,0,779,510,46,42,0,0,42,10,20,12,-0.36697247706422,0.161725067385445,0.71049840933192,NaN,0.392749244712991,0.27972027972028,0.46,0.53,0.00,0.00,0.42,0.10,0.20,0.12,45,0.45,2,1
25,22,101,0,846,508,34,23,0,9,4,13,0,51,0.397553516819572,-1.455525606469,0.39236479321315,NaN,-1.63141993957704,0.419580419580417,0.34,0.29,0.00,0.09,0.04,0.13,0.00,0.51,6,0.06,0,0
27,29,88,0,787,507,55,45,17,41,16,38,33,0,0.703363914373089,0.431266846361186,-0.986214209968186,NaN,0.151057401812688,0.489510489510485,0.55,0.56,0.17,0.41,0.16,0.38,0.33,0.00,17,0.17,1,0
29,25,85,0,768,504,54,42,17,1,16,0,14,0,1.00917431192661,-0.646900269541779,-1.30434782608696,NaN,0.725075528700907,0.699300699300697,0.54,0.53,0.17,0.01,0.16,0.00,0.14,0.00,34,0.34,2,0
23,28,104,0,780,540,40,37,6,0,21,7,20,17,0.0917431192660553,0.161725067385445,0.71049840933192,NaN,0.362537764350453,-1.81818181818182,0.40,0.46,0.06,0.00,0.21,0.07,0.20,0.17,17,0.17,1,0
38,25,96,0,753,497,67,54,25,8,0,30,16,0,2.38532110091743,-0.646900269541779,-0.137857900318133,NaN,1.17824773413897,1.18881118881119,0.67,0.68,0.25,0.08,0.00,0.30,0.16,0.00,40,0.40,2,1
20,28,103,0,752,495,24,48,15,55,23,0,8,1,-0.36697247706422,0.161725067385445,0.604453870625663,NaN,1.20845921450151,1.32867132867133,0.24,0.60,0.15,0.55,0.23,0.00,0.08,0.01,20,0.20,1,0
30,33,94,0,756,499,43,56,20,24,49,21,45,8,1.16207951070336,1.50943396226415,-0.349946977730647,NaN,1.08761329305136,1.04895104895105,0.43,0.70,0.20,0.24,0.49,0.21,0.45,0.08,51,0.51,3,1
34,29,100,0,775,509,62,50,9,5,37,36,4,34,1.7737003058104,0.431266846361186,0.286320254506893,NaN,0.513595166163142,0.349650349650348,0.62,0.63,0.09,0.05,0.37,0.36,0.04,0.34,34,0.34,2,0
27,24,107,0,741,531,58,52,65,0,6,68,0,28,0.703363914373089,-0.91644204851752,1.02863202545069,NaN,1.54078549848943,-1.18881118881119,0.58,0.65,0.65,0.00,0.06,0.68,0.00,0.28,19,0.19,1,0
18,34,105,0,841,502,38,39,0,62,61,22,33,59,-0.672782874617737,1.77897574123989,0.816542948038176,NaN,-1.48036253776435,0.83916083916084,0.38,0.49,0.00,0.62,0.61,0.22,0.33,0.59,24,0.24,1,0
13,29,109,0,760,503,33,51,52,20,4,0,53,66,-1.43730886850153,0.431266846361186,1.2407211028632,NaN,0.966767371601209,0.769230769230765,0.33,0.64,0.52,0.20,0.04,0.00,0.53,0.66,22,0.22,1,0
16,25,102,0,771,497,51,49,46,45,15,41,5,9,-0.978593272171254,-0.646900269541779,0.498409331919406,NaN,0.634441087613293,1.18881118881119,0.51,0.61,0.46,0.45,0.15,0.41,0.05,0.09,33,0.33,2,0
25,22,91,0,767,503,38,39,52,51,0,3,0,34,0.397553516819572,-1.455525606469,-0.668080593849416,NaN,0.755287009063444,0.769230769230765,0.38,0.49,0.52,0.51,0.00,0.03,0.00,0.34,12,0.12,0,0
20,25,82,0,779,513,55,39,26,8,25,0,0,0,-0.36697247706422,-0.646900269541779,-1.62248144220573,NaN,0.392749244712991,0.0699300699300685,0.55,0.49,0.26,0.08,0.25,0.00,0.00,0.00,18,0.18,1,0
34,40,88,0,767,505,20,48,14,12,41,18,52,0,1.7737003058104,3.39622641509434,-0.986214209968186,NaN,0.755287009063444,0.629370629370628,0.20,0.60,0.14,0.12,0.41,0.18,0.52,0.00,28,0.28,1,0
25,29,93,0,828,497,35,36,5,30,52,19,0,0,0.397553516819572,0.431266846361186,-0.455991516436903,NaN,-1.08761329305136,1.18881118881119,0.35,0.45,0.05,0.30,0.52,0.19,0.00,0.00,19,0.19,1,0
25,27,96,0,784,506,46,39,10,11,14,18,2,4,0.397553516819572,-0.107816711590296,-0.137857900318133,NaN,0.241691842900302,0.55944055944056,0.46,0.49,0.10,0.11,0.14,0.18,0.02,0.04,16,0.16,1,0
23,21,99,0,780,523,29,29,24,22,0,0,0,5,0.0917431192660553,-1.72506738544474,0.180275715800637,NaN,0.362537764350453,-0.629370629370635,0.29,0.36,0.24,0.22,0.00,0.00,0.00,0.05,7,0.07,0,0
15,25,89,0,729,511,21,41,47,27,0,36,13,0,-1.13149847094801,-0.646900269541779,-0.88016967126193,NaN,1.90332326283988,0.209790209790205,0.21,0.51,0.47,0.27,0.00,0.36,0.13,0.00,6,0.06,0,0
18,28,112,0,762,528,35,45,31,0,17,26,31,68,-0.672782874617737,0.161725067385445,1.55885471898197,NaN,0.906344410876132,-0.979020979020983,0.35,0.56,0.31,0.00,0.17,0.26,0.31,0.68,21,0.21,1,0
30,27,89,0,765,494,47,50,32,36,7,26,3,0,1.16207951070336,-0.107816711590296,-0.88016967126193,NaN,0.815709969788518,1.39860139860139,0.47,0.63,0.32,0.36,0.07,0.26,0.03,0.00,21,0.21,1,0
29,28,116,0,794,501,25,46,25,48,6,69,26,68,1.00917431192661,0.161725067385445,1.983032873807,NaN,-0.0604229607250769,0.909090909090908,0.25,0.58,0.25,0.48,0.06,0.69,0.26,0.68,18,0.18,1,0
18,21,87,0,815,536,59,26,14,0,0,0,0,0,-0.672782874617737,-1.72506738544474,-1.09225874867444,NaN,-0.69486404833837,-1.53846153846154,0.59,0.33,0.14,0.00,0.00,0.00,0.00,0.00,2,0.02,0,0
26,30,83,0,762,499,30,49,53,41,35,34,6,0,0.550458715596331,0.700808625336928,-1.51643690349947,NaN,0.906344410876132,1.04895104895105,0.30,0.61,0.53,0.41,0.35,0.34,0.06,0.00,43,0.43,2,1
13,28,86,0,837,527,37,25,0,8,17,30,27,5,-1.43730886850153,0.161725067385445,-1.1983032873807,NaN,-1.3595166163142,-0.909090909090908,0.37,0.31,0.00,0.08,0.17,0.30,0.27,0.05,11,0.11,0,0
23,29,100,0,816,517,28,37,14,14,44,41,0,52,0.0917431192660553,0.431266846361186,0.286320254506893,NaN,-0.725075528700907,-0.209790209790212,0.28,0.46,0.14,0.14,0.44,0.41,0.00,0.52,19,0.19,1,0
29,25,79,0,843,504,47,28,0,30,12,38,6,0,1.00917431192661,-0.646900269541779,-1.9406150583245,NaN,-1.54078549848943,0.699300699300697,0.47,0.35,0.00,0.30,0.12,0.38,0.06,0.00,8,0.08,0,0
15,28,86,0,792,502,50,41,24,55,25,0,32,3,-1.13149847094801,0.161725067385445,-1.1983032873807,NaN,0,0.83916083916084,0.50,0.51,0.24,0.55,0.25,0.00,0.32,0.03,22,0.22,1,0
23,24,105,0,784,511,55,40,18,8,0,1,32,17,0.0917431192660553,-0.91644204851752,0.816542948038176,NaN,0.241691842900302,0.209790209790205,0.55,0.50,0.18,0.08,0.00,0.01,0.32,0.17,15,0.15,0,0
23,28,89,0,812,508,57,37,0,19,20,6,16,0,0.0917431192660553,0.161725067385445,-0.88016967126193,NaN,-0.604229607250753,0.419580419580417,0.57,0.46,0.00,0.19,0.20,0.06,0.16,0.00,10,0.10,0,0
26,34,102,0,753,512,48,57,34,16,48,26,21,52,0.550458715596331,1.77897574123989,0.498409331919406,NaN,1.17824773413897,0.139860139860137,0.48,0.71,0.34,0.16,0.48,0.26,0.21,0.52,43,0.43,2,1
16,28,98,0,850,507,48,29,0,22,30,0,32,0,-0.978593272171254,0.161725067385445,0.0742311770943799,NaN,-1.75226586102719,0.489510489510485,0.48,0.36,0.00,0.22,0.30,0.00,0.32,0.00,16,0.16,1,0
35,32,119,0,780,487,35,52,9,51,26,51,39,59,1.92660550458716,1.23989218328841,2.30116648992577,NaN,0.362537764350453,1.88811188811189,0.35,0.65,0.09,0.51,0.26,0.51,0.39,0.59,41,0.41,2,1
17,30,99,0,753,540,32,43,57,0,11,0,46,16,-0.825688073394495,0.700808625336928,0.180275715800637,NaN,1.17824773413897,-1.81818181818182,0.32,0.54,0.57,0.00,0.11,0.00,0.46,0.16,28,0.28,1,0
14,31,112,0,850,540,52,30,0,0,65,6,20,33,-1.28440366972477,0.970350404312669,1.55885471898197,NaN,-1.75226586102719,-1.81818181818182,0.52,0.38,0.00,0.00,0.65,0.06,0.20,0.33,23,0.23,1,0
12,33,90,0,793,507,35,38,11,19,31,0,59,10,-1.59021406727829,1.50943396226415,-0.774125132555673,NaN,-0.0302114803625371,0.489510489510485,0.35,0.48,0.11,0.19,0.31,0.00,0.59,0.10,17,0.17,1,0
26,26,102,0,849,522,20,21,0,22,16,21,0,69,0.550458715596331,-0.377358490566037,0.498409331919406,NaN,-1.72205438066465,-0.55944055944056,0.20,0.26,0.00,0.22,0.16,0.21,0.00,0.69,8,0.08,0,0
30,36,105,0,770,505,52,61,52,45,66,39,65,41,1.16207951070336,2.31805929919138,0.816542948038176,NaN,0.66465256797583,0.629370629370628,0.52,0.76,0.52,0.45,0.66,0.39,0.65,0.41,65,0.65,3,1
30,26,97,0,769,536,31,38,31,0,17,57,5,24,1.16207951070336,-0.377358490566037,-0.0318133616118767,NaN,0.694864048338367,-1.53846153846154,0.31,0.48,0.31,0.00,0.17,0.57,0.05,0.24,12,0.12,0,0
29,31,97,0,835,497,51,39,0,57,26,17,38,25,1.00917431192661,0.970350404312669,-0.0318133616118767,NaN,-1.29909365558912,1.18881118881119,0.51,0.49,0.00,0.57,0.26,0.17,0.38,0.25,17,0.17,1,0
30,32,111,0,796,507,51,48,4,21,48,26,37,39,1.16207951070336,1.23989218328841,1.45281018027572,NaN,-0.120845921450151,0.489510489510485,0.51,0.60,0.04,0.21,0.48,0.26,0.37,0.39,40,0.40,2,1
31,32,94,0,777,507,31,45,29,27,49,20,5,26,1.31498470948012,1.23989218328841,-0.349946977730647,NaN,0.453172205438068,0.489510489510485,0.31,0.56,0.29,0.27,0.49,0.20,0.05,0.26,29,0.29,1,0
20,28,100,0,825,507,29,31,4,31,37,0,33,1,-0.36697247706422,0.161725067385445,0.286320254506893,NaN,-0.996978851963746,0.489510489510485,0.29,0.39,0.04,0.31,0.37,0.00,0.33,0.01,16,0.16,1,0
20,24,100,0,802,521,59,36,15,0,11,6,0,26,-0.36697247706422,-0.91644204851752,0.286320254506893,NaN,-0.302114803625377,-0.489510489510492,0.59,0.45,0.15,0.00,0.11,0.06,0.00,0.26,13,0.13,0,0
27,28,102,0,820,502,54,43,19,34,6,56,56,57,0.703363914373089,0.161725067385445,0.498409331919406,NaN,-0.845921450151055,0.83916083916084,0.54,0.54,0.19,0.34,0.06,0.56,0.56,0.57,20,0.20,1,0
19,23,87,0,770,484,48,47,44,67,0,36,0,7,-0.519877675840978,-1.18598382749326,-1.09225874867444,NaN,0.66465256797583,2.0979020979021,0.48,0.59,0.44,0.67,0.00,0.36,0.00,0.07,31,0.31,2,0
21,28,93,0,780,536,28,35,16,0,18,42,17,30,-0.214067278287462,0.161725067385445,-0.455991516436903,NaN,0.362537764350453,-1.53846153846154,0.28,0.44,0.16,0.00,0.18,0.42,0.17,0.30,12,0.12,0,0
20,23,105,0,817,515,43,30,11,18,0,22,12,56,-0.36697247706422,-1.18598382749326,0.816542948038176,NaN,-0.755287009063444,-0.0699300699300747,0.43,0.38,0.11,0.18,0.00,0.22,0.12,0.56,9,0.09,0,0
13,22,98,0,823,535,36,21,4,9,0,0,47,16,-1.43730886850153,-1.455525606469,0.0742311770943799,NaN,-0.936555891238672,-1.46853146853147,0.36,0.26,0.04,0.09,0.00,0.00,0.47,0.16,7,0.07,0,0
24,22,95,0,766,503,28,39,42,39,0,1,2,20,0.244648318042814,-1.455525606469,-0.24390243902439,NaN,0.785498489425981,0.769230769230765,0.28,0.49,0.42,0.39,0.00,0.01,0.02,0.20,11,0.11,0,0
33,28,107,0,764,503,54,54,55,18,10,42,28,46,1.62079510703364,0.161725067385445,1.02863202545069,NaN,0.845921450151058,0.769230769230765,0.54,0.68,0.55,0.18,0.10,0.42,0.28,0.46,49,0.49,2,1
26,22,84,0,841,507,36,25,25,45,0,54,28,0,0.550458715596331,-1.455525606469,-1.41039236479321,NaN,-1.48036253776435,0.489510489510485,0.36,0.31,0.25,0.45,0.00,0.54,0.28,0.00,9,0.09,0,0
27,22,109,0,839,492,17,26,0,61,0,23,0,34,0.703363914373089,-1.455525606469,1.2407211028632,NaN,-1.41993957703928,1.53846153846154,0.17,0.33,0.00,0.61,0.00,0.23,0.00,0.34,5,0.05,0,0
23,25,102,0,786,507,27,35,17,26,0,12,42,28,0.0917431192660553,-0.646900269541779,0.498409331919406,NaN,0.181268882175225,0.489510489510485,0.27,0.44,0.17,0.26,0.00,0.12,0.42,0.28,11,0.11,0,0
31,23,103,0,783,512,35,34,1,10,0,12,0,17,1.31498470948012,-1.18598382749326,0.604453870625663,NaN,0.271903323262839,0.139860139860137,0.35,0.43,0.01,0.10,0.00,0.12,0.00,0.17,7,0.07,0,0
26,30,90,0,759,539,41,42,39,0,26,46,6,5,0.550458715596331,0.700808625336928,-0.774125132555673,NaN,0.996978851963746,-1.74825174825175,0.41,0.53,0.39,0.00,0.26,0.46,0.06,0.05,20,0.20,1,0
17,26,113,0,783,498,51,47,21,41,2,21,29,63,-0.825688073394495,-0.377358490566037,1.66489925768823,NaN,0.271903323262839,1.11888111888111,0.51,0.59,0.21,0.41,0.02,0.21,0.29,0.63,34,0.34,2,0
28,28,110,0,732,507,20,54,69,47,3,60,46,40,0.856269113149847,0.161725067385445,1.34676564156946,NaN,1.81268882175226,0.489510489510485,0.20,0.68,0.69,0.47,0.03,0.60,0.46,0.40,54,0.54,3,1
30,28,100,0,780,529,46,46,48,9,0,33,42,43,1.16207951070336,0.161725067385445,0.286320254506893,NaN,0.362537764350453,-1.04895104895105,0.46,0.58,0.48,0.09,0.00,0.33,0.42,0.43,18,0.18,1,0
20,27,92,0,836,502,42,30,0,26,17,0,23,0,-0.36697247706422,-0.107816711590296,-0.56203605514316,NaN,-1.32930513595166,0.83916083916084,0.42,0.38,0.00,0.26,0.17,0.00,0.23,0.00,13,0.13,0,0
22,28,101,0,780,525,24,37,39,0,23,0,9,17,-0.0611620795107031,0.161725067385445,0.39236479321315,NaN,0.362537764350453,-0.769230769230771,0.24,0.46,0.39,0.00,0.23,0.00,0.09,0.17,18,0.18,1,0
17,26,86,0,806,507,31,28,12,12,8,26,16,0,-0.825688073394495,-0.377358490566037,-1.1983032873807,NaN,-0.42296072507553,0.489510489510485,0.31,0.35,0.12,0.12,0.08,0.26,0.16,0.00,10,0.10,0,0
18,28,103,0,839,540,57,30,2,0,31,21,22,20,-0.672782874617737,0.161725067385445,0.604453870625663,NaN,-1.41993957703928,-1.81818181818182,0.57,0.38,0.02,0.00,0.31,0.21,0.22,0.20,18,0.18,1,0
23,29,83,0,811,520,47,32,0,8,34,0,45,0,0.0917431192660553,0.431266846361186,-1.51643690349947,NaN,-0.574018126888216,-0.419580419580423,0.47,0.40,0.00,0.08,0.34,0.00,0.45,0.00,16,0.16,1,0
20,29,100,0,766,523,30,48,59,46,59,35,30,34,-0.36697247706422,0.431266846361186,0.286320254506893,NaN,0.785498489425981,-0.629370629370635,0.30,0.60,0.59,0.46,0.59,0.35,0.30,0.34,49,0.49,2,1
30,29,96,0,823,532,48,30,0,0,9,27,31,12,1.16207951070336,0.431266846361186,-0.137857900318133,NaN,-0.936555891238672,-1.25874125874126,0.48,0.38,0.00,0.00,0.09,0.27,0.31,0.12,11,0.11,0,0
23,34,103,0,777,518,26,43,25,3,69,26,4,34,0.0917431192660553,1.77897574123989,0.604453870625663,NaN,0.453172205438068,-0.27972027972028,0.26,0.54,0.25,0.03,0.69,0.26,0.04,0.34,55,0.55,3,1
35,30,100,0,753,500,26,51,47,34,9,42,59,31,1.92660550458716,0.700808625336928,0.286320254506893,NaN,1.17824773413897,0.979020979020977,0.26,0.64,0.47,0.34,0.09,0.42,0.59,0.31,34,0.34,2,0
20,21,81,0,850,531,47,17,0,5,0,32,1,3,-0.36697247706422,-1.72506738544474,-1.72852598091198,NaN,-1.75226586102719,-1.18881118881119,0.47,0.21,0.00,0.05,0.00,0.32,0.01,0.03,4,0.04,0,0
15,25,111,0,759,513,47,48,52,11,13,4,7,38,-1.13149847094801,-0.646900269541779,1.45281018027572,NaN,0.996978851963746,0.0699300699300685,0.47,0.60,0.52,0.11,0.13,0.04,0.07,0.38,40,0.40,2,1
32,25,109,0,777,493,20,43,27,54,0,30,52,57,1.46788990825688,-0.646900269541779,1.2407211028632,NaN,0.453172205438068,1.46853146853147,0.20,0.54,0.27,0.54,0.00,0.30,0.52,0.57,26,0.26,1,0
30,22,102,0,773,516,46,39,19,10,2,41,0,24,1.16207951070336,-1.455525606469,0.498409331919406,NaN,0.574018126888216,-0.139860139860143,0.46,0.49,0.19,0.10,0.02,0.41,0.00,0.24,16,0.16,1,0
19,23,78,0,772,507,22,31,28,11,0,16,39,0,-0.519877675840978,-1.18598382749326,-2.04665959703075,NaN,0.604229607250756,0.489510489510485,0.22,0.39,0.28,0.11,0.00,0.16,0.39,0.00,7,0.07,0,0
19,26,88,0,850,540,36,18,0,0,13,0,16,0,-0.519877675840978,-0.377358490566037,-0.986214209968186,NaN,-1.75226586102719,-1.81818181818182,0.36,0.23,0.00,0.00,0.13,0.00,0.16,0.00,5,0.05,0,0
25,28,78,0,780,540,45,36,21,0,6,53,53,3,0.397553516819572,0.161725067385445,-2.04665959703075,NaN,0.362537764350453,-1.81818181818182,0.45,0.45,0.21,0.00,0.06,0.53,0.53,0.03,15,0.15,0,0
22,33,93,0,762,502,15,47,40,20,59,19,0,6,-0.0611620795107031,1.50943396226415,-0.455991516436903,NaN,0.906344410876132,0.83916083916084,0.15,0.59,0.40,0.20,0.59,0.19,0.00,0.06,53,0.53,3,1
23,33,101,0,767,523,37,45,18,2,47,3,16,31,0.0917431192660553,1.50943396226415,0.39236479321315,NaN,0.755287009063444,-0.629370629370635,0.37,0.56,0.18,0.02,0.47,0.03,0.16,0.31,40,0.40,2,1
23,28,109,0,836,504,52,39,0,35,40,32,12,46,0.0917431192660553,0.161725067385445,1.2407211028632,NaN,-1.32930513595166,0.699300699300697,0.52,0.49,0.00,0.35,0.40,0.32,0.12,0.46,23,0.23,1,0
33,26,97,0,780,533,28,36,30,0,7,60,15,37,1.62079510703364,-0.377358490566037,-0.0318133616118767,NaN,0.362537764350453,-1.32867132867133,0.28,0.45,0.30,0.00,0.07,0.60,0.15,0.37,11,0.11,0,0
21,24,92,0,794,535,45,32,15,4,20,10,0,16,-0.214067278287462,-0.91644204851752,-0.56203605514316,NaN,-0.0604229607250769,-1.46853146853147,0.45,0.40,0.15,0.04,0.20,0.10,0.00,0.16,14,0.14,0,0
24,23,96,0,850,517,40,21,0,8,2,29,6,2,0.244648318042814,-1.18598382749326,-0.137857900318133,NaN,-1.75226586102719,-0.209790209790212,0.40,0.26,0.00,0.08,0.02,0.29,0.06,0.02,6,0.06,0,0
22,28,111,0,840,497,27,34,0,56,6,28,56,50,-0.0611620795107031,0.161725067385445,1.45281018027572,NaN,-1.45015105740181,1.18881118881119,0.27,0.43,0.00,0.56,0.06,0.28,0.56,0.50,13,0.13,0,0
24,25,106,0,850,539,57,27,0,0,11,43,14,38,0.244648318042814,-0.646900269541779,0.922587486744433,NaN,-1.75226586102719,-1.74825174825175,0.57,0.34,0.00,0.00,0.11,0.43,0.14,0.38,13,0.13,0,0
20,31,84,0,845,502,35,31,0,44,35,40,40,15,-0.36697247706422,0.970350404312669,-1.41039236479321,NaN,-1.6012084592145,0.83916083916084,0.35,0.39,0.00,0.44,0.35,0.40,0.40,0.15,16,0.16,1,0
23,32,82,0,750,531,29,46,59,0,52,16,39,0,0.0917431192660553,1.23989218328841,-1.62248144220573,NaN,1.26888217522659,-1.18881118881119,0.29,0.58,0.59,0.00,0.52,0.16,0.39,0.00,43,0.43,2,1
11,31,103,0,835,513,58,36,0,19,31,9,12,44,-1.74311926605505,0.970350404312669,0.604453870625663,NaN,-1.29909365558912,0.0699300699300685,0.58,0.45,0.00,0.19,0.31,0.09,0.12,0.44,15,0.15,0,0
