Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Endurance,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,EnduranceZ,PeakCur,PeakCurZ,Ability,Draftable
44,26,87,0,821,543,52,30,0,0,12,0,1.630859375,-0.157790927021696,-0.795795795795795,NaN,-1.11940298507463,-0.662650602409635,0.52,0.38,0.00,0.00,0.12,0.00,3,0.03,0,0
44,21,98,0,786,553,33,29,0,12,0,57,1.630859375,-1.1439842209073,0.855855855855856,NaN,0.186567164179104,-1.26506024096386,0.33,0.36,0.00,0.12,0.00,0.57,6,0.06,0,0
22,28,85,0,813,527,10,31,41,25,34,34,-0.517578125,0.236686390532544,-1.0960960960961,NaN,-0.820895522388062,0.301204819277113,0.10,0.39,0.41,0.25,0.34,0.34,13,0.13,0,0
31,28,104,0,782,512,28,44,29,10,20,30,0.361328125,0.236686390532544,1.75675675675676,NaN,0.335820895522388,1.20481927710843,0.28,0.55,0.29,0.10,0.20,0.30,25,0.25,1,0
25,27,91,0,769,554,34,32,0,28,15,41,-0.224609375,0.0394477317554239,-0.195195195195195,NaN,0.820895522388059,-1.32530120481928,0.34,0.40,0.00,0.28,0.15,0.41,11,0.11,0,0
18,40,105,0,761,514,18,59,53,58,77,64,-0.908203125,2.60355029585799,1.90690690690691,NaN,1.11940298507463,1.08433734939759,0.18,0.74,0.53,0.58,0.77,0.64,76,0.76,4,1
27,25,96,0,780,560,29,29,0,34,11,40,-0.0292968750000001,-0.355029585798817,0.555555555555556,NaN,0.410447761194031,-1.6867469879518,0.29,0.36,0.00,0.34,0.11,0.40,9,0.09,0,0
38,32,95,0,803,527,26,40,25,8,67,20,1.044921875,1.02564102564103,0.405405405405406,NaN,-0.447761194029848,0.301204819277113,0.26,0.50,0.25,0.08,0.67,0.20,36,0.36,2,0
42,35,103,0,759,533,33,48,8,25,31,20,1.435546875,1.61735700197239,1.60660660660661,NaN,1.19402985074627,-0.0602409638554204,0.33,0.60,0.08,0.25,0.31,0.20,23,0.23,1,0
30,27,95,0,800,519,16,38,44,13,20,13,0.263671875,0.0394477317554239,0.405405405405406,NaN,-0.335820895522388,0.783132530120481,0.16,0.48,0.44,0.13,0.20,0.13,11,0.11,0,0
9,19,99,0,837,542,34,21,9,0,0,42,-1.787109375,-1.53846153846154,1.00600600600601,NaN,-1.71641791044776,-0.602409638554215,0.34,0.26,0.09,0.00,0.00,0.42,6,0.06,0,0
23,29,101,0,780,521,37,49,54,31,31,62,-0.419921875,0.433925049309665,1.30630630630631,NaN,0.410447761194031,0.66265060240964,0.37,0.61,0.54,0.31,0.31,0.62,45,0.45,2,1
22,28,95,0,759,507,22,52,42,77,32,38,-0.517578125,0.236686390532544,0.405405405405406,NaN,1.19402985074627,1.50602409638554,0.22,0.65,0.42,0.77,0.32,0.38,74,0.74,4,1
13,22,90,0,761,533,48,42,13,64,0,29,-1.396484375,-0.946745562130178,-0.345345345345345,NaN,1.11940298507463,-0.0602409638554204,0.48,0.53,0.13,0.64,0.00,0.29,33,0.33,2,0
13,29,107,0,759,517,42,58,52,66,35,66,-1.396484375,0.433925049309665,2.20720720720721,NaN,1.19402985074627,0.903614457831327,0.42,0.73,0.52,0.66,0.35,0.66,48,0.48,2,1
9,33,98,0,780,525,49,50,22,40,64,55,-1.787109375,1.22287968441815,0.855855855855856,NaN,0.410447761194031,0.421686746987954,0.49,0.63,0.22,0.40,0.64,0.55,51,0.51,3,1
32,30,86,0,776,520,42,48,45,46,31,0,0.458984375,0.631163708086785,-0.945945945945946,NaN,0.559701492537315,0.722891566265061,0.42,0.60,0.45,0.46,0.31,0.00,28,0.28,1,0
41,24,105,0,791,512,36,42,20,9,0,13,1.337890625,-0.552268244575937,1.90690690690691,NaN,0,1.20481927710843,0.36,0.53,0.20,0.09,0.00,0.13,12,0.12,0,0
23,28,91,0,828,560,24,19,0,5,18,30,-0.419921875,0.236686390532544,-0.195195195195195,NaN,-1.38059701492537,-1.6867469879518,0.24,0.24,0.00,0.05,0.18,0.30,10,0.10,0,0
32,29,83,0,764,535,42,42,6,43,36,0,0.458984375,0.433925049309665,-1.3963963963964,NaN,1.00746268656717,-0.180722891566261,0.42,0.53,0.06,0.43,0.36,0.00,20,0.20,1,0
35,20,97,0,752,500,19,52,74,68,2,49,0.751953125,-1.34122287968442,0.705705705705706,NaN,1.45522388059702,1.9277108433735,0.19,0.65,0.74,0.68,0.02,0.49,70,0.70,4,1
27,25,94,0,787,551,26,26,5,21,10,10,-0.0292968750000001,-0.355029585798817,0.255255255255256,NaN,0.149253731343284,-1.14457831325301,0.26,0.33,0.05,0.21,0.10,0.10,9,0.09,0,0
28,22,84,0,780,511,41,41,40,20,8,0,0.0683593749999999,-0.946745562130178,-1.24624624624625,NaN,0.410447761194031,1.26506024096386,0.41,0.51,0.40,0.20,0.08,0.00,17,0.17,1,0
14,33,91,0,780,526,5,34,20,16,47,12,-1.298828125,1.22287968441815,-0.195195195195195,NaN,0.410447761194031,0.361445783132533,0.05,0.43,0.20,0.16,0.47,0.12,14,0.14,0,0
27,28,94,0,780,544,33,33,4,23,22,0,-0.0292968750000001,0.236686390532544,0.255255255255256,NaN,0.410447761194031,-0.722891566265061,0.33,0.41,0.04,0.23,0.22,0.00,12,0.12,0,0
46,34,90,0,780,551,16,31,0,27,26,0,1.826171875,1.42011834319527,-0.345345345345345,NaN,0.410447761194031,-1.14457831325301,0.16,0.39,0.00,0.27,0.26,0.00,9,0.09,0,0
20,25,104,0,768,519,34,48,45,43,14,39,-0.712890625,-0.355029585798817,1.75675675675676,NaN,0.858208955223882,0.783132530120481,0.34,0.60,0.45,0.43,0.14,0.39,58,0.58,3,1
35,33,98,0,769,542,30,42,4,32,33,61,0.751953125,1.22287968441815,0.855855855855856,NaN,0.820895522388059,-0.602409638554215,0.30,0.53,0.04,0.32,0.33,0.61,30,0.30,1,0
31,19,93,0,805,525,34,31,41,10,4,5,0.361328125,-1.53846153846154,0.105105105105106,NaN,-0.522388059701495,0.421686746987954,0.34,0.39,0.41,0.10,0.04,0.05,11,0.11,0,0
9,19,90,0,780,526,7,29,32,52,0,41,-1.787109375,-1.53846153846154,-0.345345345345345,NaN,0.410447761194031,0.361445783132533,0.07,0.36,0.32,0.52,0.00,0.41,7,0.07,0,0
22,22,96,0,840,538,28,22,8,0,19,7,-0.517578125,-0.946745562130178,0.555555555555556,NaN,-1.82835820895522,-0.361445783132528,0.28,0.28,0.08,0.00,0.19,0.07,9,0.09,0,0
24,28,91,0,810,527,49,40,28,5,29,6,-0.322265625,0.236686390532544,-0.195195195195195,NaN,-0.708955223880595,0.301204819277113,0.49,0.50,0.28,0.05,0.29,0.06,15,0.15,0,0
32,23,92,0,791,560,17,22,0,21,9,6,0.458984375,-0.749506903353057,-0.0450450450450446,NaN,0,-1.6867469879518,0.17,0.28,0.00,0.21,0.09,0.06,6,0.06,0,0
38,30,95,0,775,512,14,47,45,35,41,40,1.044921875,0.631163708086785,0.405405405405406,NaN,0.597014925373135,1.20481927710843,0.14,0.59,0.45,0.35,0.41,0.40,35,0.35,2,0
29,29,103,0,767,521,26,51,39,59,30,65,0.166015625,0.433925049309665,1.60660660660661,NaN,0.895522388059702,0.66265060240964,0.26,0.64,0.39,0.59,0.30,0.65,34,0.34,2,0
15,24,91,0,769,527,28,40,26,44,19,25,-1.201171875,-0.552268244575937,-0.195195195195195,NaN,0.820895522388059,0.301204819277113,0.28,0.50,0.26,0.44,0.19,0.25,24,0.24,1,0
19,32,104,0,763,523,32,52,27,51,53,77,-0.810546875,1.02564102564103,1.75675675675676,NaN,1.04477611940299,0.542168674698794,0.32,0.65,0.27,0.51,0.53,0.77,65,0.65,3,1
35,37,99,0,770,509,13,52,40,26,51,43,0.751953125,2.01183431952663,1.00600600600601,NaN,0.783582089552239,1.3855421686747,0.13,0.65,0.40,0.26,0.51,0.43,53,0.53,3,1
17,21,91,0,758,514,33,47,44,61,5,27,-1.005859375,-1.1439842209073,-0.195195195195195,NaN,1.23134328358209,1.08433734939759,0.33,0.59,0.44,0.61,0.05,0.27,56,0.56,3,1
16,20,88,0,780,518,25,34,26,30,0,51,-1.103515625,-1.34122287968442,-0.645645645645645,NaN,0.410447761194031,0.843373493975907,0.25,0.43,0.26,0.30,0.00,0.51,8,0.08,0,0
24,25,98,0,776,522,25,42,32,47,17,23,-0.322265625,-0.355029585798817,0.855855855855856,NaN,0.559701492537315,0.60240963855422,0.25,0.53,0.32,0.47,0.17,0.23,25,0.25,1,0
11,19,102,0,821,527,24,26,15,10,0,0,-1.591796875,-1.53846153846154,1.45645645645646,NaN,-1.11940298507463,0.301204819277113,0.24,0.33,0.15,0.10,0.00,0.00,11,0.11,0,0
46,31,97,0,750,546,17,42,0,43,24,26,1.826171875,0.828402366863905,0.705705705705706,NaN,1.52985074626866,-0.843373493975902,0.17,0.53,0.00,0.43,0.24,0.26,13,0.13,0,0
36,19,88,0,794,512,12,33,64,42,0,7,0.849609375,-1.53846153846154,-0.645645645645645,NaN,-0.111940298507464,1.20481927710843,0.12,0.41,0.64,0.42,0.00,0.07,4,0.04,0,0
31,31,91,0,787,504,17,44,54,3,36,1,0.361328125,0.828402366863905,-0.195195195195195,NaN,0.149253731343284,1.68674698795181,0.17,0.55,0.54,0.03,0.36,0.01,39,0.39,2,0
33,29,93,0,775,560,40,37,0,22,53,15,0.556640625,0.433925049309665,0.105105105105106,NaN,0.597014925373135,-1.6867469879518,0.40,0.46,0.00,0.22,0.53,0.15,22,0.22,1,0
25,26,87,0,770,527,46,46,38,44,21,0,-0.224609375,-0.157790927021696,-0.795795795795795,NaN,0.783582089552239,0.301204819277113,0.46,0.58,0.38,0.44,0.21,0.00,20,0.20,1,0
21,24,83,0,800,537,17,23,0,0,12,0,-0.615234375,-0.552268244575937,-1.3963963963964,NaN,-0.335820895522388,-0.301204819277107,0.17,0.29,0.00,0.00,0.12,0.00,5,0.05,0,0
42,20,91,0,827,533,44,31,49,0,0,44,1.435546875,-1.34122287968442,-0.195195195195195,NaN,-1.34328358208955,-0.0602409638554204,0.44,0.39,0.49,0.00,0.00,0.44,6,0.06,0,0
47,30,92,0,760,511,29,53,41,46,22,62,1.923828125,0.631163708086785,-0.0450450450450446,NaN,1.15671641791045,1.26506024096386,0.29,0.66,0.41,0.46,0.22,0.62,34,0.34,2,0
38,25,83,0,780,560,32,25,0,13,13,0,1.044921875,-0.355029585798817,-1.3963963963964,NaN,0.410447761194031,-1.6867469879518,0.32,0.31,0.00,0.13,0.13,0.00,9,0.09,0,0
14,30,102,0,807,526,24,37,25,4,29,0,-1.298828125,0.631163708086785,1.45645645645646,NaN,-0.597014925373135,0.361445783132533,0.24,0.46,0.25,0.04,0.29,0.00,19,0.19,1,0
39,22,85,0,840,546,30,19,0,0,5,0,1.142578125,-0.946745562130178,-1.0960960960961,NaN,-1.82835820895522,-0.843373493975902,0.30,0.24,0.00,0.00,0.05,0.00,6,0.06,0,0
22,19,84,0,803,527,20,24,31,13,3,0,-0.517578125,-1.53846153846154,-1.24624624624625,NaN,-0.447761194029848,0.301204819277113,0.20,0.30,0.31,0.13,0.03,0.00,5,0.05,0,0
34,27,100,0,770,518,29,47,28,36,9,18,0.654296875,0.0394477317554239,1.15615615615616,NaN,0.783582089552239,0.843373493975907,0.29,0.59,0.28,0.36,0.09,0.18,32,0.32,2,0
16,27,103,0,774,545,41,40,0,30,19,59,-1.103515625,0.0394477317554239,1.60660660660661,NaN,0.634328358208955,-0.783132530120481,0.41,0.50,0.00,0.30,0.19,0.59,20,0.20,1,0
17,28,104,0,818,501,26,43,45,0,14,69,-1.005859375,0.236686390532544,1.75675675675676,NaN,-1.00746268656716,1.86746987951808,0.26,0.54,0.45,0.00,0.14,0.69,22,0.22,1,0
35,29,99,0,762,527,45,55,38,69,50,49,0.751953125,0.433925049309665,1.00600600600601,NaN,1.08208955223881,0.301204819277113,0.45,0.69,0.38,0.69,0.50,0.49,66,0.66,3,1
40,25,102,0,815,556,30,25,0,0,0,26,1.240234375,-0.355029585798817,1.45645645645646,NaN,-0.895522388059702,-1.44578313253012,0.30,0.31,0.00,0.00,0.00,0.26,4,0.04,0,0
26,31,90,0,840,527,17,32,69,0,62,53,-0.126953125,0.828402366863905,-0.345345345345345,NaN,-1.82835820895522,0.301204819277113,0.17,0.40,0.69,0.00,0.62,0.53,17,0.17,1,0
22,28,86,0,802,526,7,32,54,3,21,6,-0.517578125,0.236686390532544,-0.945945945945946,NaN,-0.410447761194028,0.361445783132533,0.07,0.40,0.54,0.03,0.21,0.06,11,0.11,0,0
23,21,88,0,769,560,30,26,0,41,4,0,-0.419921875,-1.1439842209073,-0.645645645645645,NaN,0.820895522388059,-1.6867469879518,0.30,0.33,0.00,0.41,0.04,0.00,9,0.09,0,0
47,21,93,0,765,491,47,53,28,4,0,1,1.923828125,-1.1439842209073,0.105105105105106,NaN,0.970149253731342,2.46987951807229,0.47,0.66,0.28,0.04,0.00,0.01,24,0.24,1,0
29,31,82,0,840,504,5,32,65,0,28,0,0.166015625,0.828402366863905,-1.54654654654655,NaN,-1.82835820895522,1.68674698795181,0.05,0.40,0.65,0.00,0.28,0.00,9,0.09,0,0
40,23,101,0,804,512,27,42,46,24,2,67,1.240234375,-0.749506903353057,1.30630630630631,NaN,-0.485074626865668,1.20481927710843,0.27,0.53,0.46,0.24,0.02,0.67,12,0.12,0,0
14,20,81,0,780,516,17,31,22,30,0,0,-1.298828125,-1.34122287968442,-1.6966966966967,NaN,0.410447761194031,0.963855421686748,0.17,0.39,0.22,0.30,0.00,0.00,4,0.04,0,0
19,26,95,0,806,553,30,26,0,23,14,34,-0.810546875,-0.157790927021696,0.405405405405406,NaN,-0.559701492537315,-1.26506024096386,0.30,0.33,0.00,0.23,0.14,0.34,8,0.08,0,0
10,29,85,0,767,524,21,40,45,50,23,0,-1.689453125,0.433925049309665,-1.0960960960961,NaN,0.895522388059702,0.481927710843374,0.21,0.50,0.45,0.50,0.23,0.00,13,0.13,0,0
17,29,89,0,840,543,40,25,16,0,33,9,-1.005859375,0.433925049309665,-0.495495495495495,NaN,-1.82835820895522,-0.662650602409635,0.40,0.31,0.16,0.00,0.33,0.09,11,0.11,0,0
26,29,97,0,755,512,24,56,69,69,30,58,-0.126953125,0.433925049309665,0.705705705705706,NaN,1.34328358208955,1.20481927710843,0.24,0.70,0.69,0.69,0.30,0.58,52,0.52,3,1
44,25,96,0,780,532,47,43,30,25,10,24,1.630859375,-0.355029585798817,0.555555555555556,NaN,0.410447761194031,0,0.47,0.54,0.30,0.25,0.10,0.24,24,0.24,1,0
34,27,96,0,792,530,45,42,19,19,10,30,0.654296875,0.0394477317554239,0.555555555555556,NaN,-0.0373134328358201,0.120481927710846,0.45,0.53,0.19,0.19,0.10,0.30,16,0.16,1,0
19,27,91,0,756,527,17,42,26,48,9,8,-0.810546875,0.0394477317554239,-0.195195195195195,NaN,1.30597014925373,0.301204819277113,0.17,0.53,0.26,0.48,0.09,0.08,17,0.17,1,0
14,33,93,0,787,538,42,41,14,30,38,69,-1.298828125,1.22287968441815,0.105105105105106,NaN,0.149253731343284,-0.361445783132528,0.42,0.51,0.14,0.30,0.38,0.69,17,0.17,1,0
41,24,98,0,763,493,20,55,69,45,13,43,1.337890625,-0.552268244575937,0.855855855855856,NaN,1.04477611940299,2.34939759036145,0.20,0.69,0.69,0.45,0.13,0.43,54,0.54,3,1
33,34,89,0,762,527,36,52,50,59,57,31,0.556640625,1.42011834319527,-0.495495495495495,NaN,1.08208955223881,0.301204819277113,0.36,0.65,0.50,0.59,0.57,0.31,52,0.52,3,1
12,32,93,0,747,530,43,50,1,54,18,2,-1.494140625,1.02564102564103,0.105105105105106,NaN,1.64179104477612,0.120481927710846,0.43,0.63,0.01,0.54,0.18,0.02,53,0.53,3,1
37,19,90,0,839,559,50,20,0,0,0,15,0.947265625,-1.53846153846154,-0.345345345345345,NaN,-1.7910447761194,-1.62650602409638,0.50,0.25,0.00,0.00,0.00,0.15,1,0.01,0,0
15,28,89,0,777,560,8,23,0,38,24,0,-1.201171875,0.236686390532544,-0.495495495495495,NaN,0.522388059701495,-1.6867469879518,0.08,0.29,0.00,0.38,0.24,0.00,9,0.09,0,0
26,28,86,0,817,553,11,20,0,41,33,0,-0.126953125,0.236686390532544,-0.945945945945946,NaN,-0.970149253731342,-1.26506024096386,0.11,0.25,0.00,0.41,0.33,0.00,8,0.08,0,0
39,21,99,0,798,555,20,26,0,46,0,37,1.142578125,-1.1439842209073,1.00600600600601,NaN,-0.261194029850747,-1.3855421686747,0.20,0.33,0.00,0.46,0.00,0.37,6,0.06,0,0
46,26,80,0,808,554,39,25,0,10,16,0,1.826171875,-0.157790927021696,-1.84684684684685,NaN,-0.634328358208955,-1.32530120481928,0.39,0.31,0.00,0.10,0.16,0.00,5,0.05,0,0
42,31,87,0,835,559,33,22,0,1,38,20,1.435546875,0.828402366863905,-0.795795795795795,NaN,-1.64179104477612,-1.62650602409638,0.33,0.28,0.00,0.01,0.38,0.20,11,0.11,0,0
22,19,84,0,772,554,12,24,17,59,0,0,-0.517578125,-1.53846153846154,-1.24624624624625,NaN,0.708955223880598,-1.32530120481928,0.12,0.30,0.17,0.59,0.00,0.00,4,0.04,0,0
34,19,91,0,780,527,40,40,62,24,0,46,0.654296875,-1.53846153846154,-0.195195195195195,NaN,0.410447761194031,0.301204819277113,0.40,0.50,0.62,0.24,0.00,0.46,38,0.38,2,0
22,28,99,0,834,511,28,38,40,0,19,16,-0.517578125,0.236686390532544,1.00600600600601,NaN,-1.6044776119403,1.26506024096386,0.28,0.48,0.40,0.00,0.19,0.16,12,0.12,0,0
17,24,100,0,773,516,22,44,48,51,6,21,-1.005859375,-0.552268244575937,1.15615615615616,NaN,0.671641791044775,0.963855421686748,0.22,0.55,0.48,0.51,0.06,0.21,40,0.40,2,1
13,22,88,0,840,560,48,19,0,0,13,22,-1.396484375,-0.946745562130178,-0.645645645645645,NaN,-1.82835820895522,-1.6867469879518,0.48,0.24,0.00,0.00,0.13,0.22,7,0.07,0,0
30,30,93,0,759,539,57,50,12,32,22,17,0.263671875,0.631163708086785,0.105105105105106,NaN,1.19402985074627,-0.421686746987948,0.57,0.63,0.12,0.32,0.22,0.17,38,0.38,2,0
42,21,87,0,774,554,41,31,2,57,0,38,1.435546875,-1.1439842209073,-0.795795795795795,NaN,0.634328358208955,-1.32530120481928,0.41,0.39,0.02,0.57,0.00,0.38,10,0.10,0,0
37,27,96,0,780,518,37,51,69,54,13,24,0.947265625,0.0394477317554239,0.555555555555556,NaN,0.410447761194031,0.843373493975907,0.37,0.64,0.69,0.54,0.13,0.24,29,0.29,1,0
14,22,91,0,780,527,37,34,16,2,12,13,-1.298828125,-0.946745562130178,-0.195195195195195,NaN,0.410447761194031,0.301204819277113,0.37,0.43,0.16,0.02,0.12,0.13,12,0.12,0,0
27,34,100,0,804,519,35,47,40,8,51,69,-0.0292968750000001,1.42011834319527,1.15615615615616,NaN,-0.485074626865668,0.783132530120481,0.35,0.59,0.40,0.08,0.51,0.69,40,0.40,2,1
22,29,93,0,770,560,42,34,0,16,25,13,-0.517578125,0.433925049309665,0.105105105105106,NaN,0.783582089552239,-1.6867469879518,0.42,0.43,0.00,0.16,0.25,0.13,18,0.18,1,0
12,19,95,0,840,541,57,25,16,0,0,23,-1.494140625,-1.53846153846154,0.405405405405406,NaN,-1.82835820895522,-0.542168674698794,0.57,0.31,0.16,0.00,0.00,0.23,12,0.12,0,0
20,32,96,0,766,525,19,47,29,47,36,67,-0.712890625,1.02564102564103,0.555555555555556,NaN,0.932835820895522,0.421686746987954,0.19,0.59,0.29,0.47,0.36,0.67,40,0.40,2,1
25,26,102,0,801,525,18,35,22,22,6,41,-0.224609375,-0.157790927021696,1.45645645645646,NaN,-0.373134328358208,0.421686746987954,0.18,0.44,0.22,0.22,0.06,0.41,13,0.13,0,0
22,19,85,0,840,512,42,32,69,0,0,0,-0.517578125,-1.53846153846154,-1.0960960960961,NaN,-1.82835820895522,1.20481927710843,0.42,0.40,0.69,0.00,0.00,0.00,12,0.12,0,0
42,26,94,0,772,536,16,38,19,44,9,57,1.435546875,-0.157790927021696,0.255255255255256,NaN,0.708955223880598,-0.240963855421687,0.16,0.48,0.19,0.44,0.09,0.57,11,0.11,0,0
17,33,97,0,840,524,20,34,51,0,29,25,-1.005859375,1.22287968441815,0.705705705705706,NaN,-1.82835820895522,0.481927710843374,0.20,0.43,0.51,0.00,0.29,0.25,14,0.14,0,0
14,32,86,0,805,519,21,37,55,18,49,0,-1.298828125,1.02564102564103,-0.945945945945946,NaN,-0.522388059701495,0.783132530120481,0.21,0.46,0.55,0.18,0.49,0.00,13,0.13,0,0
36,29,96,0,780,541,11,37,49,45,46,26,0.849609375,0.433925049309665,0.555555555555556,NaN,0.410447761194031,-0.542168674698794,0.11,0.46,0.49,0.45,0.46,0.26,23,0.23,1,0
28,19,101,0,815,538,28,24,0,0,0,11,0.0683593749999999,-1.53846153846154,1.30630630630631,NaN,-0.895522388059702,-0.361445783132528,0.28,0.30,0.00,0.00,0.00,0.11,9,0.09,0,0
44,22,91,0,774,542,16,30,5,30,0,14,1.630859375,-0.946745562130178,-0.195195195195195,NaN,0.634328358208955,-0.602409638554215,0.16,0.38,0.05,0.30,0.00,0.14,6,0.06,0,0
25,25,95,0,780,513,35,47,47,21,10,22,-0.224609375,-0.355029585798817,0.405405405405406,NaN,0.410447761194031,1.14457831325301,0.35,0.59,0.47,0.21,0.10,0.22,36,0.36,2,0
25,28,98,0,815,545,31,28,0,0,11,33,-0.224609375,0.236686390532544,0.855855855855856,NaN,-0.895522388059702,-0.783132530120481,0.31,0.35,0.00,0.00,0.11,0.33,7,0.07,0,0
35,28,94,0,803,533,24,31,0,4,14,25,0.751953125,0.236686390532544,0.255255255255256,NaN,-0.447761194029848,-0.0602409638554204,0.24,0.39,0.00,0.04,0.14,0.25,8,0.08,0,0
16,26,87,0,837,549,42,21,0,0,15,37,-1.103515625,-0.157790927021696,-0.795795795795795,NaN,-1.71641791044776,-1.02409638554217,0.42,0.26,0.00,0.00,0.15,0.37,6,0.06,0,0
27,31,105,0,774,513,48,53,51,12,18,52,-0.0292968750000001,0.828402366863905,1.90690690690691,NaN,0.634328358208955,1.14457831325301,0.48,0.66,0.51,0.12,0.18,0.52,35,0.35,2,0
13,21,86,0,775,542,34,28,0,21,1,4,-1.396484375,-1.1439842209073,-0.945945945945946,NaN,0.597014925373135,-0.602409638554215,0.34,0.35,0.00,0.21,0.01,0.04,7,0.07,0,0
44,31,98,0,811,536,31,39,23,16,33,69,1.630859375,0.828402366863905,0.855855855855856,NaN,-0.746268656716415,-0.240963855421687,0.31,0.49,0.23,0.16,0.33,0.69,17,0.17,1,0
24,31,106,0,769,486,45,64,69,42,26,50,-0.322265625,0.828402366863905,2.05705705705706,NaN,0.820895522388059,2.7710843373494,0.45,0.80,0.69,0.42,0.26,0.50,54,0.54,3,1
24,28,91,0,768,560,38,33,0,49,15,3,-0.322265625,0.236686390532544,-0.195195195195195,NaN,0.858208955223882,-1.6867469879518,0.38,0.41,0.00,0.49,0.15,0.03,18,0.18,1,0
34,31,89,0,776,530,34,43,25,66,30,23,0.654296875,0.828402366863905,-0.495495495495495,NaN,0.559701492537315,0.120481927710846,0.34,0.54,0.25,0.66,0.30,0.23,23,0.23,1,0
25,26,98,0,798,538,16,31,10,16,9,62,-0.224609375,-0.157790927021696,0.855855855855856,NaN,-0.261194029850747,-0.361445783132528,0.16,0.39,0.10,0.16,0.09,0.62,11,0.11,0,0
36,27,95,0,793,516,37,46,37,20,18,60,0.849609375,0.0394477317554239,0.405405405405406,NaN,-0.0746268656716402,0.963855421686748,0.37,0.58,0.37,0.20,0.18,0.60,21,0.21,1,0
42,29,87,0,754,536,45,44,0,23,14,0,1.435546875,0.433925049309665,-0.795795795795795,NaN,1.38059701492537,-0.240963855421687,0.45,0.55,0.00,0.23,0.14,0.00,25,0.25,1,0
34,19,87,0,777,522,21,31,13,15,0,12,0.654296875,-1.53846153846154,-0.795795795795795,NaN,0.522388059701495,0.60240963855422,0.21,0.39,0.13,0.15,0.00,0.12,6,0.06,0,0
33,31,102,0,770,513,13,52,62,52,31,69,0.556640625,0.828402366863905,1.45645645645646,NaN,0.783582089552239,1.14457831325301,0.13,0.65,0.62,0.52,0.31,0.69,40,0.40,2,1
