Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Defense,Pass_Rush_Technique,Pass_Rush_Strength,Man_to_Man_Defense,Zone_Defense,Bump_and_Run_Defense,Play_Diagnosis,Punishing_Hitter,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_DefenseZ,Pass_Rush_TechniqueZ,Pass_Rush_StrengthZ,Man_to_Man_DefenseZ,Zone_DefenseZ,Bump_and_Run_DefenseZ,Play_DiagnosisZ,Punishing_HitterZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
29,17,110,31,754,479,44,47,14,18,0,68,35,56,11,39,24,40,0.267983074753173,-0.934844192634561,0.944350758853287,0.990873533246415,0.583333333333332,0.81081081081081,0.44,0.59,0.14,0.18,0.00,0.68,0.35,0.56,0.11,0.39,0.24,0.40,31,0.31,2,0
28,20,104,14,774,506,47,35,23,0,20,11,21,22,0,18,25,64,0.126939351198871,-0.0849858356940512,-0.0674536256323787,-1.22555410691004,-0.250000000000002,-1.62162162162162,0.47,0.44,0.23,0.00,0.20,0.11,0.21,0.22,0.00,0.18,0.25,0.64,12,0.12,0,0
21,16,109,14,741,503,49,45,68,0,0,48,0,36,19,0,12,0,-0.860366713681241,-1.21813031161473,0.775716694772343,-1.22555410691004,1.125,-1.35135135135135,0.49,0.56,0.68,0.00,0.00,0.48,0.00,0.36,0.19,0.00,0.12,0.00,30,0.30,1,0
21,16,105,19,756,493,25,35,37,32,0,0,33,57,57,0,12,0,-0.860366713681241,-1.21813031161473,0.101180438448566,-0.573663624511082,0.5,-0.450450450450449,0.25,0.44,0.37,0.32,0.00,0.00,0.33,0.57,0.57,0.00,0.12,0.00,13,0.13,0,0
24,24,102,26,738,486,43,47,33,18,41,7,0,60,0,30,54,52,-0.437235543018336,1.04815864022663,-0.404721753794267,0.338983050847458,1.25,0.180180180180176,0.43,0.59,0.33,0.18,0.41,0.07,0.00,0.60,0.00,0.30,0.54,0.52,31,0.31,2,0
30,16,101,29,808,489,37,26,0,15,0,0,35,23,14,7,66,44,0.409026798307475,-1.21813031161473,-0.573355817875212,0.730117340286832,-1.66666666666667,-0.0900900900900882,0.37,0.33,0.00,0.15,0.00,0.00,0.35,0.23,0.14,0.07,0.66,0.44,9,0.09,0,0
50,34,122,46,713,468,44,77,41,53,49,68,59,68,68,50,59,44,3.22990126939351,3.88101983002833,2.96795952782462,2.94654498044329,2.29166666666667,1.8018018018018,0.44,0.96,0.41,0.53,0.49,0.68,0.59,0.68,0.68,0.50,0.59,0.44,75,0.75,4,1
20,17,107,29,765,501,27,32,20,0,0,9,43,25,0,31,28,12,-1.00141043723554,-0.934844192634561,0.438448566610454,0.730117340286832,0.124999999999997,-1.17117117117117,0.27,0.40,0.20,0.00,0.00,0.09,0.43,0.25,0.00,0.31,0.28,0.12,9,0.09,0,0
25,23,109,42,732,490,39,55,63,26,43,30,68,35,38,0,68,18,-0.296191819464034,0.764872521246459,0.775716694772343,2.42503259452412,1.5,-0.180180180180184,0.39,0.69,0.63,0.26,0.43,0.30,0.68,0.35,0.38,0.00,0.68,0.18,49,0.49,2,1
13,21,102,14,760,499,46,35,48,0,44,44,11,7,0,3,17,6,-1.98871650211566,0.198300283286119,-0.404721753794267,-1.22555410691004,0.333333333333334,-0.990990990990994,0.46,0.44,0.48,0.00,0.44,0.44,0.11,0.07,0.00,0.03,0.17,0.06,14,0.14,0,0
20,26,111,27,750,506,29,41,40,0,68,0,16,13,31,31,0,0,-1.00141043723554,1.61473087818697,1.11298482293423,0.469361147327249,0.749999999999999,-1.62162162162162,0.29,0.51,0.40,0.00,0.68,0.00,0.16,0.13,0.31,0.31,0.00,0.00,48,0.48,2,1
16,26,107,20,794,506,52,30,6,0,52,23,2,0,0,42,32,35,-1.56558533145275,1.61473087818697,0.438448566610454,-0.443285528031291,-1.08333333333334,-1.62162162162162,0.52,0.38,0.06,0.00,0.52,0.23,0.02,0.00,0.00,0.42,0.32,0.35,13,0.13,0,0
24,27,114,31,724,466,50,63,33,18,54,18,40,38,24,67,33,0,-0.437235543018336,1.89801699716714,1.61888701517706,0.990873533246415,1.83333333333333,1.98198198198198,0.50,0.79,0.33,0.18,0.54,0.18,0.40,0.38,0.24,0.67,0.33,0.00,79,0.79,4,1
29,18,105,18,760,486,63,43,1,0,0,36,1,0,10,16,10,12,0.267983074753173,-0.651558073654391,0.101180438448566,-0.704041720990873,0.333333333333334,0.180180180180176,0.63,0.54,0.01,0.00,0.00,0.36,0.01,0.00,0.10,0.16,0.10,0.12,30,0.30,1,0
15,19,102,29,772,491,27,28,9,6,1,0,45,26,0,23,0,10,-1.70662905500705,-0.368271954674221,-0.404721753794267,0.730117340286832,-0.166666666666667,-0.270270270270273,0.27,0.35,0.09,0.06,0.01,0.00,0.45,0.26,0.00,0.23,0.00,0.10,11,0.11,0,0
21,16,110,18,762,488,58,42,10,14,8,60,0,42,0,0,42,0,-0.860366713681241,-1.21813031161473,0.944350758853287,-0.704041720990873,0.249999999999998,0,0.58,0.53,0.10,0.14,0.08,0.60,0.00,0.42,0.00,0.00,0.42,0.00,15,0.15,0,0
30,14,101,13,772,487,31,28,0,11,0,1,3,18,17,0,0,0,0.409026798307475,-1.78470254957507,-0.573355817875212,-1.35593220338983,-0.166666666666667,0.0900900900900882,0.31,0.35,0.00,0.11,0.00,0.01,0.03,0.18,0.17,0.00,0.00,0.00,6,0.06,0,0
26,18,104,23,756,495,45,42,19,7,1,36,0,59,50,26,65,7,-0.155148095909732,-0.651558073654391,-0.0674536256323787,-0.0521512385919164,0.5,-0.630630630630633,0.45,0.53,0.19,0.07,0.01,0.36,0.00,0.59,0.50,0.26,0.65,0.07,21,0.21,1,0
21,17,111,32,737,486,27,48,48,22,0,34,53,68,60,21,45,8,-0.860366713681241,-0.934844192634561,1.11298482293423,1.12125162972621,1.29166666666667,0.180180180180176,0.27,0.60,0.48,0.22,0.00,0.34,0.53,0.68,0.60,0.21,0.45,0.08,37,0.37,2,0
19,25,103,36,810,490,48,29,0,0,37,0,20,0,6,45,9,0,-1.14245416078985,1.3314447592068,-0.236087689713323,1.64276401564537,-1.75,-0.180180180180184,0.48,0.36,0.00,0.00,0.37,0.00,0.20,0.00,0.06,0.45,0.09,0.00,13,0.13,0,0
27,21,96,11,810,499,43,22,0,2,26,0,0,0,23,23,28,0,-0.0141043723554304,0.198300283286119,-1.41652613827993,-1.61668839634941,-1.75,-0.990990990990994,0.43,0.28,0.00,0.02,0.26,0.00,0.00,0.00,0.23,0.23,0.28,0.00,7,0.07,0,0
27,21,108,35,711,481,29,58,68,45,21,48,68,62,68,2,31,40,-0.0141043723554304,0.198300283286119,0.607082630691399,1.51238591916558,2.375,0.630630630630633,0.29,0.73,0.68,0.45,0.21,0.48,0.68,0.62,0.68,0.02,0.31,0.40,71,0.71,4,1
25,22,94,15,760,505,41,35,48,0,24,0,0,0,0,31,6,33,-0.296191819464034,0.481586402266289,-1.75379426644182,-1.09517601043025,0.333333333333334,-1.53153153153153,0.41,0.44,0.48,0.00,0.24,0.00,0.00,0.00,0.00,0.31,0.06,0.33,9,0.09,0,0
15,19,103,12,760,496,44,30,8,4,21,0,0,7,0,0,0,2,-1.70662905500705,-0.368271954674221,-0.236087689713323,-1.48631029986962,0.333333333333334,-0.720720720720721,0.44,0.38,0.08,0.04,0.21,0.00,0.00,0.07,0.00,0.00,0.00,0.02,9,0.09,0,0
24,14,108,15,810,500,65,28,0,0,0,7,12,8,14,0,0,0,-0.437235543018336,-1.78470254957507,0.607082630691399,-1.09517601043025,-1.75,-1.08108108108108,0.65,0.35,0.00,0.00,0.00,0.07,0.12,0.08,0.14,0.00,0.00,0.00,11,0.11,0,0
29,18,96,23,771,500,26,26,10,6,17,4,6,0,0,0,10,0,0.267983074753173,-0.651558073654391,-1.41652613827993,-0.0521512385919164,-0.125000000000001,-1.08108108108108,0.26,0.33,0.10,0.06,0.17,0.04,0.06,0.00,0.00,0.00,0.10,0.00,5,0.05,0,0
29,21,113,28,741,486,26,49,41,16,16,10,40,22,40,39,0,38,0.267983074753173,0.198300283286119,1.45025295109612,0.599739243807041,1.125,0.180180180180176,0.26,0.61,0.41,0.16,0.16,0.10,0.40,0.22,0.40,0.39,0.00,0.38,61,0.61,3,1
24,14,96,10,768,506,36,25,6,0,0,0,0,15,38,7,40,11,-0.437235543018336,-1.78470254957507,-1.41652613827993,-1.7470664928292,0,-1.62162162162162,0.36,0.31,0.06,0.00,0.00,0.00,0.00,0.15,0.38,0.07,0.40,0.11,9,0.09,0,0
43,28,120,41,714,478,29,70,68,33,61,48,56,61,68,68,33,68,2.2425952045134,2.18130311614731,2.63069139966273,2.29465449804433,2.25,0.900900900900898,0.29,0.88,0.68,0.33,0.61,0.48,0.56,0.61,0.68,0.68,0.33,0.68,79,0.79,4,1
25,21,104,27,771,496,29,35,6,0,11,19,26,33,7,62,26,18,-0.296191819464034,0.198300283286119,-0.0674536256323787,0.469361147327249,-0.125000000000001,-0.720720720720721,0.29,0.44,0.06,0.00,0.11,0.19,0.26,0.33,0.07,0.62,0.26,0.18,15,0.15,0,0
33,21,99,31,759,486,44,42,19,24,36,6,15,16,37,0,0,0,0.832157968970381,0.198300283286119,-0.910623946037101,0.990873533246415,0.374999999999999,0.180180180180176,0.44,0.53,0.19,0.24,0.36,0.06,0.15,0.16,0.37,0.00,0.00,0.00,13,0.13,0,0
26,17,107,24,776,506,46,32,9,0,0,35,0,0,2,20,0,5,-0.155148095909732,-0.934844192634561,0.438448566610454,0.078226857887875,-0.333333333333334,-1.62162162162162,0.46,0.40,0.09,0.00,0.00,0.35,0.00,0.00,0.02,0.20,0.00,0.05,11,0.11,0,0
37,22,108,24,810,496,45,33,0,0,40,46,14,0,37,20,0,20,1.39633286318759,0.481586402266289,0.607082630691399,0.078226857887875,-1.75,-0.720720720720721,0.45,0.41,0.00,0.00,0.40,0.46,0.14,0.00,0.37,0.20,0.00,0.20,9,0.09,0,0
14,21,102,7,760,486,27,28,21,28,14,0,3,27,0,57,15,0,-1.84767277856135,0.198300283286119,-0.404721753794267,-2.13820078226858,0.333333333333334,0.180180180180176,0.27,0.35,0.21,0.28,0.14,0.00,0.03,0.27,0.00,0.57,0.15,0.00,12,0.12,0,0
24,14,97,30,787,502,31,24,11,8,0,0,15,35,0,0,15,0,-0.437235543018336,-1.78470254957507,-1.24789207419899,0.860495436766623,-0.791666666666668,-1.26126126126126,0.31,0.30,0.11,0.08,0.00,0.00,0.15,0.35,0.00,0.00,0.15,0.00,9,0.09,0,0
19,21,99,31,760,504,26,35,25,0,10,0,37,27,1,25,46,0,-1.14245416078985,0.198300283286119,-0.910623946037101,0.990873533246415,0.333333333333334,-1.44144144144144,0.26,0.44,0.25,0.00,0.10,0.00,0.37,0.27,0.01,0.25,0.46,0.00,8,0.08,0,0
33,23,105,31,754,506,51,46,32,0,64,7,30,8,5,9,58,0,0.832157968970381,0.764872521246459,0.101180438448566,0.990873533246415,0.583333333333332,-1.62162162162162,0.51,0.58,0.32,0.00,0.64,0.07,0.30,0.08,0.05,0.09,0.58,0.00,32,0.32,2,0
21,25,115,26,760,486,38,45,8,11,37,10,46,40,0,35,47,20,-0.860366713681241,1.3314447592068,1.78752107925801,0.338983050847458,0.333333333333334,0.180180180180176,0.38,0.56,0.08,0.11,0.37,0.10,0.46,0.40,0.00,0.35,0.47,0.20,18,0.18,1,0
26,18,98,27,799,481,26,25,5,48,14,0,10,17,10,2,31,66,-0.155148095909732,-0.651558073654391,-1.07925801011804,0.469361147327249,-1.29166666666667,0.630630630630633,0.26,0.31,0.05,0.48,0.14,0.00,0.10,0.17,0.10,0.02,0.31,0.66,8,0.08,0,0
17,15,100,28,760,506,60,33,15,0,13,16,2,0,0,0,0,0,-1.42454160789845,-1.5014164305949,-0.741989881956156,0.599739243807041,0.333333333333334,-1.62162162162162,0.60,0.41,0.15,0.00,0.13,0.16,0.02,0.00,0.00,0.00,0.00,0.00,10,0.10,0,0
27,20,103,11,778,494,49,35,10,9,25,19,0,31,25,0,3,34,-0.0141043723554304,-0.0849858356940512,-0.236087689713323,-1.61668839634941,-0.416666666666669,-0.540540540540545,0.49,0.44,0.10,0.09,0.25,0.19,0.00,0.31,0.25,0.00,0.03,0.34,11,0.11,0,0
30,21,110,30,791,493,38,37,15,8,0,38,23,7,44,50,0,21,0.409026798307475,0.198300283286119,0.944350758853287,0.860495436766623,-0.958333333333335,-0.450450450450449,0.38,0.46,0.15,0.08,0.00,0.38,0.23,0.07,0.44,0.50,0.00,0.21,9,0.09,0,0
27,23,111,28,775,482,29,38,6,26,14,21,12,8,23,42,21,1,-0.0141043723554304,0.764872521246459,1.11298482293423,0.599739243807041,-0.291666666666668,0.540540540540537,0.29,0.48,0.06,0.26,0.14,0.21,0.12,0.08,0.23,0.42,0.21,0.01,12,0.12,0,0
20,26,104,30,725,494,42,50,56,0,32,22,0,1,9,0,33,32,-1.00141043723554,1.61473087818697,-0.0674536256323787,0.860495436766623,1.79166666666667,-0.540540540540545,0.42,0.63,0.56,0.00,0.32,0.22,0.00,0.01,0.09,0.00,0.33,0.32,29,0.29,1,0
29,25,111,22,801,486,57,37,0,13,34,36,16,9,6,11,32,19,0.267983074753173,1.3314447592068,1.11298482293423,-0.182529335071708,-1.375,0.180180180180176,0.57,0.46,0.00,0.13,0.34,0.36,0.16,0.09,0.06,0.11,0.32,0.19,11,0.11,0,0
22,21,110,27,806,506,41,29,0,0,11,26,33,32,32,18,65,0,-0.71932299012694,0.198300283286119,0.944350758853287,0.469361147327249,-1.58333333333334,-1.62162162162162,0.41,0.36,0.00,0.00,0.11,0.26,0.33,0.32,0.32,0.18,0.65,0.00,12,0.12,0,0
26,18,97,12,753,486,47,39,38,32,0,0,6,12,14,24,29,18,-0.155148095909732,-0.651558073654391,-1.24789207419899,-1.48631029986962,0.624999999999998,0.180180180180176,0.47,0.49,0.38,0.32,0.00,0.00,0.06,0.12,0.14,0.24,0.29,0.18,18,0.18,1,0
33,23,106,29,760,495,31,39,20,0,11,1,8,4,7,39,39,0,0.832157968970381,0.764872521246459,0.26981450252951,0.730117340286832,0.333333333333334,-0.630630630630633,0.31,0.49,0.20,0.00,0.11,0.01,0.08,0.04,0.07,0.39,0.39,0.00,11,0.11,0,0
19,18,112,27,743,503,34,45,51,0,11,41,50,52,34,0,32,0,-1.14245416078985,-0.651558073654391,1.28161888701518,0.469361147327249,1.04166666666667,-1.35135135135135,0.34,0.56,0.51,0.00,0.11,0.41,0.50,0.52,0.34,0.00,0.32,0.00,24,0.24,1,0
24,18,109,27,779,506,55,38,11,0,0,37,24,5,13,52,12,42,-0.437235543018336,-0.651558073654391,0.775716694772343,0.469361147327249,-0.458333333333335,-1.62162162162162,0.55,0.48,0.11,0.00,0.00,0.37,0.24,0.05,0.13,0.52,0.12,0.42,17,0.17,1,0
31,23,110,26,747,476,47,51,40,41,37,15,0,64,0,43,0,0,0.550070521861777,0.764872521246459,0.944350758853287,0.338983050847458,0.875,1.08108108108108,0.47,0.64,0.40,0.41,0.37,0.15,0.00,0.64,0.00,0.43,0.00,0.00,32,0.32,2,0
23,26,101,30,795,492,49,33,0,20,45,25,6,10,29,37,34,10,-0.578279266572638,1.61473087818697,-0.573355817875212,0.860495436766623,-1.125,-0.360360360360361,0.49,0.41,0.00,0.20,0.45,0.25,0.06,0.10,0.29,0.37,0.34,0.10,12,0.12,0,0
24,21,100,12,799,505,42,23,0,0,20,2,4,15,3,54,0,0,-0.437235543018336,0.198300283286119,-0.741989881956156,-1.48631029986962,-1.29166666666667,-1.53153153153153,0.42,0.29,0.00,0.00,0.20,0.02,0.04,0.15,0.03,0.54,0.00,0.00,10,0.10,0,0
18,15,94,18,760,488,30,26,9,11,0,0,10,10,1,9,20,11,-1.28349788434415,-1.5014164305949,-1.75379426644182,-0.704041720990873,0.333333333333334,0,0.30,0.33,0.09,0.11,0.00,0.00,0.10,0.10,0.01,0.09,0.20,0.11,8,0.08,0,0
31,14,105,36,755,492,40,43,36,20,0,0,56,29,17,0,48,27,0.550070521861777,-1.78470254957507,0.101180438448566,1.64276401564537,0.541666666666666,-0.360360360360361,0.40,0.54,0.36,0.20,0.00,0.00,0.56,0.29,0.17,0.00,0.48,0.27,39,0.39,2,0
24,21,100,19,763,479,36,41,32,41,4,0,0,42,35,42,0,39,-0.437235543018336,0.198300283286119,-0.741989881956156,-0.573663624511082,0.208333333333333,0.81081081081081,0.36,0.51,0.32,0.41,0.04,0.00,0.00,0.42,0.35,0.42,0.00,0.39,9,0.09,0,0
21,18,100,17,731,484,59,49,56,31,0,10,0,28,0,33,7,31,-0.860366713681241,-0.651558073654391,-0.741989881956156,-0.834419817470665,1.54166666666667,0.360360360360361,0.59,0.61,0.56,0.31,0.00,0.10,0.00,0.28,0.00,0.33,0.07,0.31,35,0.35,2,0
32,18,111,22,780,483,26,35,10,45,0,26,32,42,25,19,0,57,0.691114245416079,-0.651558073654391,1.11298482293423,-0.182529335071708,-0.5,0.450450450450449,0.26,0.44,0.10,0.45,0.00,0.26,0.32,0.42,0.25,0.19,0.00,0.57,12,0.12,0,0
24,17,106,10,772,503,46,35,12,1,5,51,0,29,66,14,48,34,-0.437235543018336,-0.934844192634561,0.26981450252951,-1.7470664928292,-0.166666666666667,-1.35135135135135,0.46,0.44,0.12,0.01,0.05,0.51,0.00,0.29,0.66,0.14,0.48,0.34,38,0.38,2,0
24,17,110,22,732,490,53,51,49,14,2,14,22,44,34,33,57,0,-0.437235543018336,-0.934844192634561,0.944350758853287,-0.182529335071708,1.5,-0.180180180180184,0.53,0.64,0.49,0.14,0.02,0.14,0.22,0.44,0.34,0.33,0.57,0.00,42,0.42,2,1
27,22,112,35,798,472,38,40,0,51,17,31,35,64,17,56,50,46,-0.0141043723554304,0.481586402266289,1.28161888701518,1.51238591916558,-1.25,1.44144144144144,0.38,0.50,0.00,0.51,0.17,0.31,0.35,0.64,0.17,0.56,0.50,0.46,18,0.18,1,0
24,18,102,22,752,482,52,44,41,33,15,16,10,12,29,38,25,24,-0.437235543018336,-0.651558073654391,-0.404721753794267,-0.182529335071708,0.666666666666667,0.540540540540537,0.52,0.55,0.41,0.33,0.15,0.16,0.10,0.12,0.29,0.38,0.25,0.24,42,0.42,2,1
20,23,98,24,742,504,26,35,36,4,49,13,7,0,0,14,19,17,-1.00141043723554,0.764872521246459,-1.07925801011804,0.078226857887875,1.08333333333333,-1.44144144144144,0.26,0.44,0.36,0.04,0.49,0.13,0.07,0.00,0.00,0.14,0.19,0.17,12,0.12,0,0
24,26,107,24,806,483,46,31,0,14,44,3,0,15,0,53,20,16,-0.437235543018336,1.61473087818697,0.438448566610454,0.078226857887875,-1.58333333333334,0.450450450450449,0.46,0.39,0.00,0.14,0.44,0.03,0.00,0.15,0.00,0.53,0.20,0.16,13,0.13,0,0
32,22,99,30,810,506,37,26,0,0,53,18,34,0,69,17,0,19,0.691114245416079,0.481586402266289,-0.910623946037101,0.860495436766623,-1.75,-1.62162162162162,0.37,0.33,0.00,0.00,0.53,0.18,0.34,0.00,0.69,0.17,0.00,0.19,11,0.11,0,0
35,18,102,29,767,487,32,40,12,26,0,11,41,42,42,37,9,20,1.11424541607898,-0.651558073654391,-0.404721753794267,0.730117340286832,0.0416666666666658,0.0900900900900882,0.32,0.50,0.12,0.26,0.00,0.11,0.41,0.42,0.42,0.37,0.09,0.20,12,0.12,0,0
31,21,109,27,754,482,39,46,24,36,8,24,23,29,49,44,0,34,0.550070521861777,0.198300283286119,0.775716694772343,0.469361147327249,0.583333333333332,0.540540540540537,0.39,0.58,0.24,0.36,0.08,0.24,0.23,0.29,0.49,0.44,0.00,0.34,31,0.31,2,0
34,21,108,19,785,493,42,38,7,17,16,32,16,47,46,17,35,60,0.973201692524682,0.198300283286119,0.607082630691399,-0.573663624511082,-0.708333333333333,-0.450450450450449,0.42,0.48,0.07,0.17,0.16,0.32,0.16,0.47,0.46,0.17,0.35,0.60,15,0.15,0,0
24,15,105,22,806,494,53,28,0,6,6,27,40,12,19,0,37,0,-0.437235543018336,-1.5014164305949,0.101180438448566,-0.182529335071708,-1.58333333333334,-0.540540540540545,0.53,0.35,0.00,0.06,0.06,0.27,0.40,0.12,0.19,0.00,0.37,0.00,11,0.11,0,0
24,21,98,31,763,494,38,36,9,19,24,12,22,3,11,33,24,16,-0.437235543018336,0.198300283286119,-1.07925801011804,0.990873533246415,0.208333333333333,-0.540540540540545,0.38,0.45,0.09,0.19,0.24,0.12,0.22,0.03,0.11,0.33,0.24,0.16,11,0.11,0,0
30,23,104,16,801,486,54,35,0,25,47,22,0,24,23,0,14,37,0.409026798307475,0.764872521246459,-0.0674536256323787,-0.964797913950456,-1.375,0.180180180180176,0.54,0.44,0.00,0.25,0.47,0.22,0.00,0.24,0.23,0.00,0.14,0.37,12,0.12,0,0
30,24,100,29,747,485,45,48,39,34,31,0,61,9,29,24,20,43,0.409026798307475,1.04815864022663,-0.741989881956156,0.730117340286832,0.875,0.270270270270273,0.45,0.60,0.39,0.34,0.31,0.00,0.61,0.09,0.29,0.24,0.20,0.43,31,0.31,2,0
24,24,98,26,788,494,47,32,8,17,34,2,9,3,3,31,26,34,-0.437235543018336,1.04815864022663,-1.07925801011804,0.338983050847458,-0.833333333333334,-0.540540540540545,0.47,0.40,0.08,0.17,0.34,0.02,0.09,0.03,0.03,0.31,0.26,0.34,11,0.11,0,0
32,19,111,27,759,486,46,46,22,34,19,21,16,34,25,0,0,5,0.691114245416079,-0.368271954674221,1.11298482293423,0.469361147327249,0.374999999999999,0.180180180180176,0.46,0.58,0.22,0.34,0.19,0.21,0.16,0.34,0.25,0.00,0.00,0.05,39,0.39,2,0
25,20,93,26,810,479,55,30,0,43,8,6,23,0,0,29,48,40,-0.296191819464034,-0.0849858356940512,-1.92242833052277,0.338983050847458,-1.75,0.81081081081081,0.55,0.38,0.00,0.43,0.08,0.06,0.23,0.00,0.00,0.29,0.48,0.40,9,0.09,0,0
21,17,107,8,762,492,39,35,24,8,18,22,1,0,34,0,8,61,-0.860366713681241,-0.934844192634561,0.438448566610454,-2.00782268578879,0.249999999999998,-0.360360360360361,0.39,0.44,0.24,0.08,0.18,0.22,0.01,0.00,0.34,0.00,0.08,0.61,12,0.12,0,0
34,23,98,17,743,475,25,43,39,63,40,0,12,31,43,32,0,0,0.973201692524682,0.764872521246459,-1.07925801011804,-0.834419817470665,1.04166666666667,1.17117117117117,0.25,0.54,0.39,0.63,0.40,0.00,0.12,0.31,0.43,0.32,0.00,0.00,39,0.39,2,0
15,14,97,14,810,486,18,11,0,16,0,23,0,0,0,0,0,0,-1.70662905500705,-1.78470254957507,-1.24789207419899,-1.22555410691004,-1.75,0.180180180180176,0.18,0.14,0.00,0.16,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,1,0.01,0,0
31,20,102,29,759,476,55,47,34,38,16,6,17,0,29,15,42,0,0.550070521861777,-0.0849858356940512,-0.404721753794267,0.730117340286832,0.374999999999999,1.08108108108108,0.55,0.59,0.34,0.38,0.16,0.06,0.17,0.00,0.29,0.15,0.42,0.00,32,0.32,2,0
25,23,103,19,809,485,37,27,0,22,53,0,11,28,7,14,22,44,-0.296191819464034,0.764872521246459,-0.236087689713323,-0.573663624511082,-1.70833333333333,0.270270270270273,0.37,0.34,0.00,0.22,0.53,0.00,0.11,0.28,0.07,0.14,0.22,0.44,10,0.10,0,0
24,21,109,28,810,486,47,36,0,34,15,32,34,55,42,40,68,28,-0.437235543018336,0.198300283286119,0.775716694772343,0.599739243807041,-1.75,0.180180180180176,0.47,0.45,0.00,0.34,0.15,0.32,0.34,0.55,0.42,0.40,0.68,0.28,19,0.19,1,0
24,21,96,21,792,486,38,28,5,24,17,0,24,0,2,22,59,29,-0.437235543018336,0.198300283286119,-1.41652613827993,-0.312907431551499,-1,0.180180180180176,0.38,0.35,0.05,0.24,0.17,0.00,0.24,0.00,0.02,0.22,0.59,0.29,12,0.12,0,0
